Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	sbnq		rc://*/ta/man/translate/figs-abstractnouns	ἐν πίστει	1	If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Alternate translation: “since we both believe” or “as we together believe”
1:2	rd5v		rc://*/ta/man/translate/translate-blessing	χάρις, ἔλεος, εἰρήνη ἀπὸ Θεοῦ Πατρὸς καὶ Χριστοῦ Ἰησοῦ τοῦ Κυρίου ἡμῶν	1	After stating his name and the name of the person to whom he is writing, Paul adds a blessing for Timothy. Use a form that people would recognize as a blessing in your language. Alternate translation: “May you experience grace, mercy, and peace from God the Father and Christ Jesus our Lord” or “I pray that grace, mercy, and peace from God the Father and Christ Jesus our Lord will always be with you”\n
1:2	zx37		rc://*/ta/man/translate/figs-abstractnouns	χάρις, ἔλεος, εἰρήνη ἀπὸ Θεοῦ Πατρὸς καὶ Χριστοῦ Ἰησοῦ τοῦ Κυρίου ἡμῶν	1	If your language does not use abstract nouns for the ideas of **Grace**, **mercy**, and **peace**, you could express the same ideas in another way. Alternate translation: “May you be treated graciously, mercifully, and peacefully by God the Father and by Christ Jesus our Lord”
1:2	p4lz		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Θεοῦ Πατρὸς	1	**Father** is an important title for **God the Father** that describes his relationship with **Jesus**, his Son.
1:3-4	kmpv		rc://*/ta/man/translate/figs-ellipsis	καθὼς παρεκάλεσά σε προσμεῖναι ἐν Ἐφέσῳ, πορευόμενος εἰς Μακεδονίαν, ἵνα παραγγείλῃς τισὶν μὴ ἑτεροδιδασκαλεῖν & μηδὲ προσέχειν μύθοις καὶ γενεαλογίαις ἀπεράντοις, αἵτινες ἐκζητήσεις παρέχουσι μᾶλλον ἢ οἰκονομίαν Θεοῦ, τὴν ἐν πίστει	1	Here Paul begins a comparison, using the phrase **Just as**, but he does not complete it. However, he implies that, **Just as** he **urged** Timothy to do these things at an earlier time, so now he urges Timothy to continue to do these things. If it would be helpful in your language, you could make the implied part of the comparison explicit. You could include it at the beginning of the sentence, at the end of the sentence, or somewhere else. Alternate translation: “I urge you now, just as I, going into Macedonia, urged you earlier, to remain in Ephesus so that you can command certain ones not to teach differently, and not to pay attention to myths and endless genealogies, which promote arguments rather than the stewardship of God, which is by faith.” or “Just as I, going into Macedonia, urged you to remain in Ephesus so that you can command certain ones not to teach differently, and not to pay attention to myths and endless genealogies, which promote arguments rather than the stewardship of God, which is by faith, so now I urge you again to do those things.”
1:3	suy8		rc://*/ta/man/translate/figs-explicit	πορευόμενος εἰς Μακεδονίαν	1	Here Paul could be implying that, when he previously **urged** Timothy to remain in Ephesus, he was: (1) in Ephesus with Timothy and was about to leave for **Macedonia**. Alternate translation: “being about to leave Ephesus for Macedonia” (2) already on his way to Macedonia. Alternate translation: “being on my way to Macedonia”
1:3	k4tm		rc://*/ta/man/translate/figs-go	πορευόμενος	1	In a context such as this, your language might say “coming” instead of **going**. Alternate translation: “coming”
1:3	k35a		rc://*/ta/man/translate/figs-yousingular	σε	1	In this letter, with one exception, the words **you**, “your,” and “yourself” refer to Timothy and so are singular. A note will discuss the one exception in [6:21](../06/21.md).
1:3	v4g2		rc://*/ta/man/translate/figs-explicit	ἑτεροδιδασκαλεῖν	1	The implication is that these people were teaching different things than what Paul and Timothy taught, not that they teaching in a different way. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “to teach what is different from what we teach” or “to teach a different doctrine”
1:4	pw2h		rc://*/ta/man/translate/translate-unknown	μύθοις	1	The word **myths** refers to a certain kind of story that is generally considered to be untrustworthy. This kind of story is often about what important people did a long time ago. Often, many people in a culture know these stories but do not consider them to be reliable historical narratives. If your readers would not be familiar with this type of story, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “fictional narratives” or “traditional tales”\n
1:4	qpv9		rc://*/ta/man/translate/figs-hyperbole	γενεαλογίαις ἀπεράντοις	1	Paul says **endless** here as an overstatement for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “genealogies that seem as if they will never end” or “extremely lengthy genealogies”
1:4	ft33		rc://*/ta/man/translate/translate-unknown	γενεαλογίαις	1	The word **genealogies** refers to lists of someone’s ancestors. If your readers would not be familiar with this type of list, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “collections of the names of forefathers” or “lists of important people from long ago”
1:4	yjvq		rc://*/ta/man/translate/figs-explicit	ἐκζητήσεις	1	Here, the word translated **arguments** could refer to: (1) debates or heated discussions. Alternate translation: “debates” (2) questions or enquiries. Alternate translation: “questions” or “speculations”
1:4	qb9l		rc://*/ta/man/translate/figs-possession	οἰκονομίαν Θεοῦ	1	Here, Paul is using the possessive form to describe a **stewardship** that could: (1) God has and works out. Alternate translation: “the stewardship that God carries out” (2) be given by God to his people. Alternate translation: “the stewardship from God” or “the stewardship given by God”\n
1:4	eu9f		rc://*/ta/man/translate/figs-abstractnouns	οἰκονομίαν Θεοῦ	1	If your language does not use an abstract noun for the idea of **stewardship**, you could express the same idea in another way. Make sure your translation fits with the interpretation you chose in the previous note. Alternate translation: “how God is stewarding everything” or “what God working out”
1:4	awxg		rc://*/ta/man/translate/figs-explicit	τὴν ἐν πίστει	1	Here Paul could be implying that **the stewardship of God**: (1) is promoted or accomplished when people have **faith**. Alternate translation: “which is promoted by faith” or “which is brought about by faith” (2) is known or experienced when people have **faith**. Alternate translation: “which is known by faith” or “which people learn by faith”
1:4	p2sr		rc://*/ta/man/translate/figs-abstractnouns	τὴν ἐν πίστει	1	If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Make sure that your translation fits with the interpretation you chose in the previous note. Alternate translations: “which we promote when we believe” or “which is promoted by believing in Jesus”
1:5	myi5		rc://*/ta/man/translate/writing-background	δὲ	1	Here Paul uses the word **Now** to introduce background information that will help Timothy understand the purpose of what he is commanding him to do. If it would be helpful in your language, you could use a word or phrase that introduces background information, or you could leave **Now** untranslated. Alternate translation: “To further explain what I am saying,”
1:5	l7un		rc://*/ta/man/translate/figs-explicit	τῆς παραγγελίας	1	Here, the phrase **the command** refers to what Paul has instructed Timothy to tell the “certain ones” in Ephesus (see [1:3–4](../01/03.md)). If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “of that command” or “of what I have instructed you to command them”
1:5	i9rs		rc://*/ta/man/translate/figs-abstractnouns	ἐστὶν ἀγάπη	1	If your language does not use an abstract noun for the idea of **love**, you could express the same idea in another way. Alternate translation: “is that people care for each other”
1:5	t123		rc://*/ta/man/translate/figs-metonymy	ἐκ καθαρᾶς καρδίας	1	In Paul’s culture, the **heart** is the place where humans think and feel. If it would be helpful in your language, you could translate **heart** by referring to the place where humans think and feel in your culture or by expressing the idea plainly. Alternate translation: “from a pure mind” or “from pure thoughts”\n
1:5	ar8t		rc://*/ta/man/translate/figs-idiom	συνειδήσεως ἀγαθῆς	1	A **conscience** that is **good** is one that does not convict a person of doing anything wrong. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “a clean conscience” or “a conscience that is not guilty”
1:5	zziu		rc://*/ta/man/translate/figs-abstractnouns	πίστεως ἀνυποκρίτου	1	If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Alternate translation: “from sincerely believing”\n
1:6	ecoy		rc://*/ta/man/translate/writing-pronouns	ὧν	1	The pronoun **which** refers to the pure heart, good conscience, and sincere faith in [1:5](../01/05.md). If this is not clear for your readers, you could refer to those things more directly. Alternate translation: “from which things” or “from which heart, conscience, and faith”
1:6	j4z3		rc://*/ta/man/translate/figs-metaphor	ἀστοχήσαντες	1	Paul speaks as if a pure heart, good conscience, and sincere faith were a **mark** or target that some people have **missed**. Paul means that these people have failed to attain those things. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “not having gained those things”
1:6	se38		rc://*/ta/man/translate/figs-metaphor	ἐξετράπησαν εἰς	1	Here Paul speaks of abandoning what is good to focus on **foolish talk** as if it were turning away from those good things **to foolish talk**. He means that these people have stopped pursuing the good things that Paul mentioned in the previous and instead are focusing on **foolish talk**. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “have deviated and focused on” or “have been distracted by”
1:7	v28u		rc://*/ta/man/translate/figs-explicit	νομοδιδάσκαλοι	1	Here, the word **law** refers specifically to the laws that God gave the Israelites through Moses. If it would be helpful to your readers, you could make that idea more explicit. Alternate translation: “teachers of the law of Moses”
1:7	t131		rc://*/ta/man/translate/figs-doublenegatives	μὴ νοοῦντες μήτε & μήτε	1	The words translated **no**, **either*, and **or** are two three words. In this construction, the second and third negatives do not cancel the first to create a positive meaning. Instead, they give greater emphasis to the negative. If your language can use three negatives that do not cancel one another to create a positive meaning, you could use a triple negative here. If your language does not use three negatives in that way, you could translate with one or two negatives. Alternate translation: “understanding neither … nor”\n
1:7	t132		rc://*/ta/man/translate/figs-parallelism	μήτε ἃ λέγουσιν, μήτε περὶ τίνων διαβεβαιοῦνται	1	Here, the clauses **what they are saying** and **what they insist on** mean similar things. Paul is using the two clauses together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single clause. Alternate translation: “anything that they are saying” or “any of the things that they insist on”\n
1:8	g1ey		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **But** introduces the next thing that Paul wishes to write about. If it would be helpful in your language, you could use a word or phrase that introduces the next topic, or you could leave **But** untranslated. Alternate translation: “Now”
1:8	t134		rc://*/ta/man/translate/figs-exclusive	οἴδαμεν	1	In this letter, Paul uses the words **we**, “us,” and “our” to refer either to Timothy and himself, or else to all believers, which would also include the two of them. So generally, these words include the addressee. A note will discuss the one possible exception in [4:10](../04/10.md).
1:8	d6dz		rc://*/ta/man/translate/figs-explicit	ὁ νόμος	1	Here, the word **law** refers specifically to the laws that God gave the Israelites through Moses. If it would be helpful to your readers, you could make that idea more explicit. See how you referred to this **law** in [1:7](../01/07.md). Alternate translation: “the law of Moses”
1:8	r86g		rc://*/ta/man/translate/figs-explicit	ἐάν τις αὐτῷ νομίμως χρῆται	1	Here Paul indicates that **the law {is} good** when people use it as God intended it to be used, that is, **lawfully**. If it would be helpful in your language, you could make that idea more explicit. Alternate translations: “if one uses it as it was intended to be used” or “if one uses it in the way that God intended”
1:9	m7me		rc://*/ta/man/translate/figs-explicitinfo	εἰδὼς τοῦτο, ὅτι & νόμος	1	Here, the word **this** refers directly ahead to **that the law is not made for the righteous**. Paul expresses the idea in this way to emphasize what he is about to say. If using **this** to introduce an idea in would be redundant in your language, you could omit the redundant information. Alternate translation: “knowing that”\n
1:9	xs94		rc://*/ta/man/translate/grammar-connect-logic-result	εἰδὼς τοῦτο	1	Here, the phrase **knowing this** introduces a reason why Paul and other believers know that “the law if good” (see [1:8](../01/08.md)). If it would be helpful in your language, you could use a word or phrase that introduces a reason. Alternate translation: “which we know because we also know this”
1:9	fq4i		rc://*/ta/man/translate/figs-activepassive	νόμος οὐ κεῖται	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “God did not lay down the law”
1:9	e4h5		rc://*/ta/man/translate/figs-explicit	νόμος	1	Here, the phrase **the law** could refer to: (1) the laws that God gave the Israelites through Moses. Alternate translation: “the law of Moses” (2) laws in general. Alternate translation: “every law” or “law”
1:9	t139		rc://*/ta/man/translate/figs-nominaladj	δικαίῳ & ἀνόμοις δὲ καὶ ἀνυποτάκτοις, ἀσεβέσι καὶ ἁμαρτωλοῖς, ἀνοσίοις καὶ βεβήλοις	1	Paul here uses adjectives as nouns to refer to groups of people. Your language may use adjectives in the same way. If not, you could translate these word with equivalent phrases. Alternate translation: “for righteous people, but for lawless and rebellious people, ungodly and sinful people, godless and profane people”
1:9	t141		rc://*/ta/man/translate/figs-explicit	πατρολῴαις καὶ μητρολῴαις, ἀνδροφόνοις	1	In this list Paul uses several compound words to express his meaning concisely and vividly. In each case the first term in the compound, a noun, is the object of the second term in the compound, a verb. Three of these compound words are in this verse, and two more are in the next verse. If it would be helpful in your language, you could express these terms by translating them either with single terms or with phrases. Alternate translations: “patricides and matricides, murders” or “people who kill other people, even their own fathers and mothers”
1:9	t142		rc://*/ta/man/translate/figs-gendernotations	ἀνδροφόνοις	1	Although the term **man** is masculine, Paul is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “human-slayers”
1:10	y5dx		rc://*/ta/man/translate/figs-nominaladj	πόρνοις	1	Paul is using the adjective **immoral** as a noun to mean immoral people. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “people who are immoral”
1:10	v1gh		rc://*/ta/man/translate/translate-unknown	ἀρσενοκοίταις	1	Here, the word **male-liers** refers to men who have sex with other men. If it would be helpful in your language, you could use a different word or phrase that refers to people who engage in homosexual behavior. Alternate translation: “homosexual men” or “men who practice homosexuality”
1:10	bzw4		rc://*/ta/man/translate/figs-gendernotations	ἀνδραποδισταῖς	1	Although the term **man** is masculine, Paul is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “people-stealers”
1:10	nco6		rc://*/ta/man/translate/translate-unknown	ἀνδραποδισταῖς	1	Here, the word **man-stealers** refers to people who kidnap others and sell them as slaves. If it would be helpful in your language, you could use a different word or phrase that refers to people who kidnap and sell others. Alternate translation: “kidnappers” or “people who kidnap and sell others”
1:10	gg42		rc://*/ta/man/translate/figs-ellipsis	καὶ εἴ τι ἕτερον τῇ ὑγιαινούσῃ διδασκαλίᾳ ἀντίκειται	1	Here Paul leaves out some of the words that, in many languages, a sentence would need to be complete. You could supply these words from the context if it would be clearer in your language. Alternate translation: “and people who do anything else that is contrary to the healthy teaching”\n
1:10	t147		rc://*/ta/man/translate/figs-metaphor	τῇ ὑγιαινούσῃ διδασκαλίᾳ	1	Here Paul speaks as if **teaching** could be **healthy**. He means that this kind of **teaching** is good and reliable in every way and has no defect or corruption. If it would be helpful in your language, you could express the idea in simile form or state the meaning plainly. Alternate translation: “teaching that is like healthy food” or “the correct teaching”
1:11	mg4t		rc://*/ta/man/translate/figs-possession	τὸ εὐαγγέλιον τῆς δόξης τοῦ μακαρίου Θεοῦ	1	Here Paul could be using the possessive form to: (1) refer to **the gospel** that is about **the glory** that **the blessed God** has. Alternate translations: “the gospel about the glory that belongs to the blessed God” (2) refer to **the gospel** that has **glory** and that came from **the blessed God**. Alternate translation: “the glorious gospel from the blessed God” (3) refer to **the gospel** that has **glory** and that is about **the blessed God**. Alternate translation: “the glorious gospel about the blessed God”\n
1:11	to0k		rc://*/ta/man/translate/figs-abstractnouns	τὸ εὐαγγέλιον τῆς δόξης τοῦ μακαρίου Θεοῦ	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Make sure that your translation fits with the option you chose in the previous note. Alternate translation: “the glorious gospel of the blessed God” or “the gospel of the glorious and blessed God”
1:11	bbsm		rc://*/ta/man/translate/figs-activepassive	τοῦ μακαρίου Θεοῦ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “of the God whom we bless”
1:11	a58d		rc://*/ta/man/translate/figs-activepassive	ὃ ἐπιστεύθην ἐγώ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “with which God entrusted me”
1:12	t150		rc://*/ta/man/translate/figs-abstractnouns	χάριν ἔχω	1	If your language does not use an abstract noun for the idea of **gratitude**, you could express the same idea in another way. Alternate translation: “I am grateful” or “I am thankful”
1:12	uu6n			πιστόν με ἡγήσατο	1	Alternate translation: “he believed that he could rely on me”
1:12	xdtt		rc://*/ta/man/translate/figs-explicit	θέμενος εἰς διακονίαν	1	Here, the phrase **placing me into service** could be: (1) a result from how Jesus considered him to be trustworthy. Alternate translation: “with the result that he placed me into service” (2) a reason why Paul knows that Jesus considered him to be trustworthy. Alternate translation: “which I know because he placed me into service” (3) a second thing that Jesus did for Paul. Alternate translation: “and he placed me into service”
1:12	ff1n		rc://*/ta/man/translate/figs-abstractnouns	θέμενος εἰς διακονίαν	1	If your language does not use an abstract noun for the idea of **service**, you could express the same idea in another way. Alternate translations: “assigning me to serve him” or “appointing me as a servant”
1:13	utc1		rc://*/ta/man/translate/grammar-connect-logic-contrast	τὸ πρότερον ὄντα	1	Here, the phrase **formerly being** introduces something that is unexpected given what Paul said in the previous verse about how Jesus considered him to be trustworthy. If it would be helpful in your language, you could use a word or phrase that introduces something unexpected and contrasting. Alternate translation: “although formerly being” or “and yet formerly I was”
1:13	k8ft		rc://*/ta/man/translate/figs-explicit	πρότερον	1	Here Paul is referring specifically to his life before he believed in Jesus. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “before I believed” or “in my life before I had faith in Jesus”
1:13	q75p		rc://*/ta/man/translate/figs-explicit	βλάσφημον	1	Here Paul could be implying that he blasphemed: (1) Jesus. Alternate translation: “a blasphemer of Jesus” (2) God. Alternate translation: “a blasphemer of God”
1:13	rq2m		rc://*/ta/man/translate/grammar-connect-logic-result	ἠλεήθην, ὅτι ἀγνοῶν, ἐποίησα ἐν ἀπιστίᾳ	1	If it would be more natural in your language, you could reverse the order of these clauses, since the second clause gives the reason for the result that the first clause describes. Alternate translation: “not knowing, I acted in unfaithfulness, so I was shown mercy”
1:13	nv6k		rc://*/ta/man/translate/figs-activepassive	ἠλεήθην	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could indicate that it was: (1) Jesus. Alternate translation: “the Messiah showed me mercy” (2) God. Alternate translation: “God showed me mercy”
1:13	tqxa		rc://*/ta/man/translate/figs-abstractnouns	ἠλεήθην	1	If your language does not use an abstract noun for the idea of **mercy**, you could express the same idea in another way. Alternate translation: “I was treated mercifully”
1:13	w5lj		rc://*/ta/man/translate/figs-explicit	ἀγνοῶν, ἐποίησα ἐν ἀπιστίᾳ	1	Here Paul could be implying that: (1) he **acted** in an ignorant way while he did not have faith. Alternate translation: “I acted ignorantly while I did not have faith” (2) he **acted** in an ignorant way because he did not have faith. Alternate translation: “I acted ignorantly since I did not have faith” (3) he **acted** ignorantly and without faith. Alternate translation: “I acted ignorantly and without faith”
1:13	g4xz		rc://*/ta/man/translate/figs-explicit	ἀγνοῶν	1	Here Paul implies that he did not fully know or understand the things that he did before he believed. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “not knowing what my actions really were” or “not realizing what I was really doing”
1:13	edh8		rc://*/ta/man/translate/figs-abstractnouns	ἐν ἀπιστίᾳ	1	If your language does not use an abstract noun for the idea of **unfaithfulness**, you could express the same idea in another way. Alternate translation: “while I did not believe” or “without having trusted him”
1:14	t158		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Paul here uses the word **But** to introduce an expanded description of the way Jesus treated him mercifully even though he persecuted the followers of Jesus. If it would be helpful in your language, you could use a word or phrase that introduces this kind of explanation, or you could leave **But** untranslated. Alternate translation: “Indeed,” or “In fact,”
1:14	c1lg		rc://*/ta/man/translate/figs-metaphor	ὑπερεπλεόνασεν & ἡ χάρις τοῦ Κυρίου ἡμῶν	1	Paul speaks of the **grace** of the Lord as if it were a liquid that filled a container until **overflowed**. He means that he received an extraordinary amount of **grace**. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “I received from the Lord so much grace” or “the Lord gave me very much grace”
1:14	b68i		rc://*/ta/man/translate/figs-abstractnouns	ἡ χάρις τοῦ Κυρίου ἡμῶν	1	If your language does not use an abstract noun for the idea of **grace**, you could express the same idea in another way. Alternate translation: “our Lord acted so graciously that what he did”
1:14	trs7		rc://*/ta/man/translate/figs-explicit	τοῦ Κυρίου ἡμῶν	1	Here, the phrase **our Lord** could refer to: (1) Jesus. Alternate translation: “of Jesus our Lord” (2) God the Father. Alternate translation: “of our Lord God”
