Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:9	dp1v		rc://*/ta/man/translate/figs-exclusive	ἡμᾶς	1	The word **us** is exclusive; it refers to John and those with him and does not include Gaius. It may also be a polite way for John to refer to himself. See the UST. (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:9	rrgg		rc://*/ta/man/translate/figs-metonymy	Διοτρέφης, οὐκ ἐπιδέχεται ἡμᾶς	1	Saying **Diotrephes … does not accept us** does not mean that he has physically rejected John and those with John, but it is a shorter way of saying that he does not accept John’s authority or the instructions that John gives. See the UST. (See: [[rc://*/ta/man/translate/figs-metonymy]])
1:10	f6qj			λόγοις πονηροῖς φλυαρῶν ἡμᾶς	1	Alternate translation: “that is, that he says evil things about us that certainly are not true”
1:10	wi6a			οὔτε αὐτὸς ἐπιδέχεται τοὺς ἀδελφοὺς	1	Alternate translation: “he does not welcome the fellow believers”
1:10	it7p		rc://*/ta/man/translate/figs-ellipsis	τοὺς βουλομένους κωλύει	1	John leaves out words that are understood from the previous clause. Alternate translation: “he stops those who want to welcome the believers” (See: [[rc://*/ta/man/translate/figs-ellipsis]])
1:10	g98b			ἐκ τῆς ἐκκλησίας ἐκβάλλει	1	Alternate translation: “forces them to leave the group of believers”
1:11	a3z8			ἀγαπητέ	1	Here, **Beloved** is used as a term of endearment for Gaius as a fellow believer. See how you translated this in [3 John 1:5](../01/05.md).
1:11	pv24			μὴ μιμοῦ τὸ κακὸν	1	Alternate translation: “do not copy the evil things that people do”
1:11	sz2h		rc://*/ta/man/translate/figs-ellipsis	ἀλλὰ τὸ ἀγαθόν	1	John leaves out words that are understood from the previous clause. Alternate translation: “but imitate the good things that people do” (See: [[rc://*/ta/man/translate/figs-ellipsis]])
1:11	cm8t			ἐκ τοῦ Θεοῦ ἐστιν	1	Alternate translation: “comes from God”
1:11	zan2		rc://*/ta/man/translate/figs-metaphor	οὐχ ἑώρακεν τὸν Θεόν	1	“Seeing” here is a metaphor that stands for knowing or understanding. Alternate translation: “has not experienced God” or “has not believed in God” (See: [[rc://*/ta/man/translate/figs-metaphor]])
1:12	pl7i		rc://*/ta/man/translate/figs-activepassive	Δημητρίῳ μεμαρτύρηται ὑπὸ πάντων	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “All who know Demetrius bear witness of him” or “Every believer who knows Demetrius speaks well of him” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:12	m22h		rc://*/ta/man/translate/translate-names	Δημητρίῳ	1	**Demetrius** is probably a man whom John wants Gaius and the congregation to welcome when he comes to visit. He may be the person delivering this letter. (See: [[rc://*/ta/man/translate/translate-names]])
1:12	rad4		rc://*/ta/man/translate/figs-personification	ὑπὸ αὐτῆς τῆς ἀληθείας	1	Here, **truth** is described as though it were a person speaking. Here, **truth** refers to “the true message from God.” Alternate translation: “everyone who knows the truth knows that he is a good person” (See: [[rc://*/ta/man/translate/figs-personification]])
1:12	mftm		rc://*/ta/man/translate/figs-ellipsis	ὑπὸ αὐτῆς τῆς ἀληθείας	1	John leaves out words that are understood from the previous clause. Alternate translation: “he is borne witness to by the truth itself” (See: [[rc://*/ta/man/translate/figs-ellipsis]])
1:12	s712		rc://*/ta/man/translate/figs-explicit	καὶ ἡμεῖς δὲ μαρτυροῦμεν	1	What John is confirming is implied and can be made explicit here. Alternate translation: “we also speak well of Demetrius” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:12	a16a		rc://*/ta/man/translate/figs-exclusive	ἡμεῖς	1	Here, **we** refers to John and those with him and does not include Gaius. (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:13	v27c				0	# General Information:\n\nThis is the end of John’s letter to Gaius. In this section, he mentions coming to see him and closes with a greeting.
1:13	am6k		rc://*/ta/man/translate/figs-doublet	οὐ θέλω διὰ μέλανος καὶ καλάμου σοι γράφειν	1	This is a doublet, because **ink and pen** stand for the process of writing that was already mentioned. John is not saying that he would write them with something other than ink and pen. He is saying that he does not wish to write these other things at all. Alternate translation: “I do not want to write about them to you” (See: [[rc://*/ta/man/translate/figs-doublet]])
1:14	r8i4		rc://*/ta/man/translate/figs-idiom	στόμα πρὸς στόμα	1	Here, **mouth to mouth** is an idiom meaning “in person.” Alternate translation: “in person” (See: [[rc://*/ta/man/translate/figs-idiom]])
1:15	v8yj			εἰρήνη σοι	1	Alternate translation: “May God give you peace”
1:15	mhs1			ἀσπάζονταί σε οἱ φίλοι	1	Alternate translation: “The believers here greet you”
1:15	lq8r			ἀσπάζου τοὺς φίλους κατ’ ὄνομα	1	Alternate translation: “Greet each of the believers there for me”
