Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	nze7			טוֹבִ֥ים דֹּדֶ֖י⁠ךָ מִ⁠יָּֽיִן	1	Alternate translation: “I enjoy having you near me more than I enjoy drinking wine” or “your love is more pleasant than wine”
1:3	j5ka			לְ⁠רֵ֨יחַ֙	1	The Hebrew word which the ULT translates as **As for** could: (1) indicate reference, in which case it should be translated as the ULT translates it or with an equivalent phrase. Alternate translation: “In reference to the smell of” or (2) indicate emphasis or be making an assertion. Alternate translation: “Truly, the smell of” or “Indeed, the smell of”  
1:3	si36		rc://*/ta/man/translate/figs-explicit	שְׁמָנֶ֣י⁠ךָ טוֹבִ֔ים	1	Here, **oils** refers to colognes or perfumes. In the authors culture pleasant smelling spices were mixed into olive oil in order to make a pleasant smelling perfume which was then put on the skin. If it would be helpful to your readers, you could indicate that explicitly. If men do not use put pleasant smelling things on their skin in your culture you could say that the man being spoken of here smells pleasant. Alternate translation: “your colognes—they are good” or “your scented oils—they are good” or “your skin—it is good” or “your body—it is good”
1:3	z9t3		rc://*/ta/man/translate/figs-metonymy	שֶׁ֖מֶן תּוּרַ֣ק שְׁמֶ֑⁠ךָ	1	The woman is describing the man she loves and his reputation by association with his **name**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “oil poured out is your reputation” or “oil poured out is the honor that people give to you”
1:3	ijen		rc://*/ta/man/translate/figs-metaphor	שֶׁ֖מֶן תּוּרַ֣ק שְׁמֶ֑⁠ךָ	1	The woman makes a comparison between the man’s reputation (which she refers to as his **name**) and scented oil that is poured out after which the good smell of the oil spreads as the air moves. If it would be helpful to your readers, you could explain the comparison. Alternate translation: “your reputation spreads more and more like the scent of perfume which spreads after it has been poured out”
1:3	pj62		rc://*/ta/man/translate/grammar-connect-logic-result	עַל־כֵּ֖ן	1	The words translated as **Therefore** indicate that what follows is a result of what came before. Use a connector in your language that makes it clear that what follows is a result of what came before. Alternate translation: “As a result”
1:4	gec8			מָשְׁכֵ֖⁠נִי	1	Alternate translation: “Lead me”
1:4	v83t		rc://*/ta/man/translate/figs-you	אַחֲרֶ֣י⁠ךָ	1	The word **you** refers to the man and so is singular. Your language may require you to mark this form. In this book every occurrence of the words **you** and **your** are singular.
1:4	ty2p		rc://*/ta/man/translate/figs-exclusive	נָּר֑וּצָה	1	The word **us** refers to the young woman and the man that she is addressing so **us** is inclusive. Your language may require you to mark these forms. Alternate translation: “let you and I run” 
1:4	xpoe		rc://*/ta/man/translate/figs-explicit	נָּר֑וּצָה	1	Here, the woman uses **run** as a poetic way of expressing her desire that she and the man she loves hurry and go away together. If it would be helpful to your readers, you could indicate that explicitly. Alternate translation: “let us hurry” (See: [[rc://en/ta/man/translate/figs-explicit]]) 
1:4	vpdi		rc://*/ta/man/translate/figs-metaphor	הַ⁠מֶּ֜לֶךְ	1	Here, the woman speaks of the man she loves as if he were **The king**. Here, the term **king** is a term of endearment and is an affectionate way for the woman to refer to the man she loves. The woman is not speaking of an actual king but rather this is a poetic way of speaking. The woman is still speaking of the same man that she was speaking of in [1:2-3](../01/02.md). If it would be helpful in your language, you could state the meaning by using a simile. Alternate translation: “He whom I love is like a king to me and” or “He who is like a king to me”
1:4	ieqb		rc://*/ta/man/translate/figs-explicit	הֱבִיאַ֨⁠נִי הַ⁠מֶּ֜לֶךְ	1	The original language word which the ULT translates as **he has brought me** could be describing: (1) a request or wish that the woman has. If it would help your readers, you could indicate that explicitly. Alternate translation: “May the king bring me” (2) an action that has already happened. Alternate translation: “The king brought me” 
1:4	aoaz		rc://*/ta/man/translate/figs-go	הֱבִיאַ֨⁠נִי	1	Your language may say “taken” rather than **brought** in contexts such as this. Use whichever is more natural. Alternate translation: “has taken me” 
1:4	at7l			נָגִ֤ילָה וְ⁠נִשְׂמְחָה֙ בָּ֔⁠ךְ נַזְכִּ֤ירָה דֹדֶ֨י⁠ךָ֙ מִ⁠יַּ֔יִן	1	The **us** in these two lines could: (1) be a group of young women speaking about the man. Alternate translation: “We will be glad and rejoice in you. We will profess your love more than wine” (2) be the woman continuing to speak to the man she loves and using **us** to refer to herself. Alternate translation: “May I be glad and rejoice in you. May I profess your love more than wine” (3) be the woman continuing to speak and using **us** to refer to herself and the man. Alternate translation: “Let you and I be glad and rejoice in you. Let you and I profess your love more than wine”\n 
1:4	isr6		rc://*/ta/man/translate/figs-exclusive	נָּר֑וּצָה…נָגִ֤ילָה…נַזְכִּ֤ירָה	1	The word *us** is inclusive all three times that it occurs in this verse. Your language may require you to mark these forms. (See also: [[rc://*/ta/man/translate/figs-exclusive]])
1:4	ku0t		rc://*/ta/man/translate/figs-doublet	נָגִ֤ילָה וְ⁠נִשְׂמְחָה֙	1	The terms **glad** and **rejoice** mean similar things. The author is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “Let us greatly rejoice” or “Let us rejoice greatly”
1:4	geq4			נַזְכִּ֤ירָה	1	Alternate translation: “Let us praise”
1:4	rc0e			מִ⁠יַּ֔יִן	1	The phrase **more than wine** could mean: (1) that the women would **profess** the man’s **love** as **more** delightful **than wine**. Alternate translation: “as being more delightful than wine” (2) that the women would **profess** the delightfulness of the man’s **love more than** they would **profess** the delightfulness of **wine**. Alternate translation: “more than we profess wine”  
1:4	pmvq		rc://*/ta/man/translate/figs-abstractnouns	דֹדֶ֨י⁠ךָ֙ מִ⁠יַּ֔יִן	1	If your language does not use an abstract noun for the idea of **love**, you could express the same idea with a verbal form or in another way. Alternate translation: “the way you love is better than wine” or “the way you love me is better than wine”
1:4	so9x			מֵישָׁרִ֖ים אֲהֵבֽוּ⁠ךָ	1	Here the speaker could be: (1) the woman speaking to the man about the young women who admire him. Alternate translation: “rightly do the young women love you” (2) the young women speaking of other women who admire the man. Alternate translation: “rightly do the other young women love you” or “rightly do the young women love you”. You may wish to indicate who the presumed speaker is here by placing a heading above this section as modeled by the UST.
1:4	gxfw			אֲהֵבֽוּ⁠ךָ	1	Alternate translation: “do they admire you” 
1:4	ag8r			מֵישָׁרִ֖ים אֲהֵבֽוּ⁠ךָ	1	Alternate translation: “it is right that other young women adore you” or “no wonder other young women adore you” 
1:5	ez2x		rc://*/ta/man/translate/figs-explicit	שְׁחוֹרָ֤ה אֲנִי֙	1	Here, **I am black** means “My skin is black” or “My skin is very dark.” If it would be helpful to your readers, you could indicate that explicitly. Alternate translation: “My skin is black” or “My skin is very dark”
1:5	jpj9		rc://*/ta/man/translate/grammar-connect-logic-contrast	וְֽ⁠נָאוָ֔ה	1	Here, the word **but** is introducing a contrast. What follows the word **But** is in contrast to what was expected, because in the author’s culture it was not considered attractive for a woman to have skin that was dark as a result of much exposure to the sun. Use a natural form in your language for introducing a contrast. Alternate translation: “yet lovely” or “but still lovely” 
1:5	ck9k		rc://*/ta/man/translate/figs-possession	בְּנ֖וֹת יְרוּשָׁלִָ֑ם	1	The woman is using the possessive form to poetically describe where the young women (whom she calls **daughters**) live. The phrase **daughters of Jerusalem** refers to the young women who were from the city of Jerusalem (These are probably the same women as the “marriageable women” in [1:3](../01/03.md) and the women referred to as “they” in [1:4](../01/04.md)). If your language would not use the possessive form for this, you could indicate the association between these young women and **Jerusalem** in a way that is natural in your language. Alternate translation: “daughters from Jerusalem” or “young women from Jerusalem” 
1:5	rbb3		rc://*/ta/man/translate/figs-simile	כְּ⁠אָהֳלֵ֣י קֵדָ֔ר כִּ⁠ירִיע֖וֹת שְׁלֹמֹֽה	1	The Kedar were a tribe of people who used black goat skins to make their tents, thus their tents were dark in color. The woman is comparing her skin to these tents which were dark in color. The phrase **the curtains of Solomon** refers to the curtains in Solomon’s palace which were very beautiful. The point of the first comparison is that the woman’s skin was dark (referring back to and further describing the word **black**) and the point of the second comparison is that the woman was beautiful (referring back to and further describing the word **lovely**). If it would be helpful in your language, you could use equivalent comparisons from your culture or you could retain these similes and express these meanings as plainly as possible. Alternate translation: “like the dark color of the tents of the people of the tribe Kedar, like the curtains of Solomon’s palace” or “as dark as the color of the tents of Kedar, as beautiful as the curtains in Solomon’s palace” 
1:6	avcq			אַל־ תִּרְא֨וּ⁠נִי֙	1	The phrase **Do not look at me** could mean: (1) that the woman does not want people to look at her with contempt. Alternate translation: “Do not look at me with contempt” or “Do not look down on me” or “Do not look at me disapprovingly” (2) that the woman does not want people to stare at her in admiration of her beauty. Alternate translation: “Do not stare at me because I am so beautiful”  
1:6	gy5l		rc://*/ta/man/translate/grammar-connect-logic-result	שֶׁ⁠אֲנִ֣י	1	The word **that** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: “because” 
1:6	nqqb		rc://*/ta/man/translate/figs-explicit	שֶׁ⁠אֲנִ֣י שְׁחַרְחֹ֔רֶת	1	Here, **I am black** means “my skin is black” or “my skin is very dark” as it did in [1:5](../01/05.md). If it would be helpful to your readers, you could indicate that explicitly. Alternate translation: “that my skin is black” or “that my skin is very dark”
1:6	im6w		rc://*/ta/man/translate/grammar-connect-logic-result	שֶׁ⁠שֱּׁזָפַ֖תְ⁠נִי הַ⁠שָּׁ֑מֶשׁ	1	The word **that** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: “because the sun scorched me” 
1:6	thz7		rc://*/ta/man/translate/figs-explicit	שֶׁ⁠שֱּׁזָפַ֖תְ⁠נִי הַ⁠שָּׁ֑מֶשׁ	1	The phrase **the sun scorched me** refers to sunlight shining on the skin and means “the sun burned me” or “the sun tanned my skin dark.” If it would be helpful to your readers, you could indicate that explicitly. Alternate translation: “that the sun burned me” or “that the sun turned my skin brown” or “that the sun tanned my skin.” (See: [[rc://en/ta/man/translate/figs-explicit]]) 
1:6	v86f			נֹטֵרָ֣ה אֶת־הַ⁠כְּרָמִ֔ים כַּרְמִ֥⁠י שֶׁ⁠לִּ֖⁠י לֹ֥א נָטָֽרְתִּי	1	Alternate translation: “as caretaker of the vineyards—my vineyard that is mine, I have not taken care of”
1:6	w18k		rc://*/ta/man/translate/figs-metaphor	כַּרְמִ֥⁠י שֶׁ⁠לִּ֖⁠י לֹ֥א נָטָֽרְתִּי	1	The woman is probably using the phrase **my vineyard** to refer to her complexion. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “my skin, I have not protected from the sun” or “my complexion, I have not protected from the sun” 
1:7	f9hi		rc://*/ta/man/translate/figs-synecdoche	שֶׁ֤⁠אָהֲבָה֙ נַפְשִׁ֔⁠י	1	The woman is using one part of herself, her **soul**, to represent all of her. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “you whom I love” 
1:7	mpbu		rc://*/ta/man/translate/figs-ellipsis	אֵיכָ֣ה תִרְעֶ֔ה	1	The woman is leaving out some of the words that a sentence would need in many languages to be complete. If your readers might misunderstand this, you could supply these words from the context. Alternate translation: “where do you graze your flock” or “where do you graze your sheep”
1:7	wsmm		rc://*/ta/man/translate/figs-parallelism	אֵיכָ֣ה תִרְעֶ֔ה אֵיכָ֖ה תַּרְבִּ֣יץ בַּֽ⁠צָּהֳרָ֑יִם	1	The phrase **where do you graze** and the phrase **Where do you make your flocks lie down at noontime** mean basically the same thing. The second phrase emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if saying very similar things twice might confuse your readers, you could combine the phrases into one. Alternate translation: “Where do you pasture your flocks in the middle of the day”  
1:7	v54w		rc://*/ta/man/translate/figs-rquestion	שַׁ⁠לָּ⁠מָ֤ה אֶֽהְיֶה֙ כְּ⁠עֹ֣טְיָ֔ה עַ֖ל עֶדְרֵ֥י חֲבֵרֶֽי⁠ךָ	1	The woman is not asking for information, but is using the question form for emphasis. If you would not use a rhetorical question for this purpose in your language, you could translate her words as a statement, a request, or an exclamation and communicate the emphasis in another way. Alternate translation: “I do not want to be like a woman who covers herself\nbeside the flocks of your companions” or “Please do not let me be like a woman who covers herself\nbeside the flocks of your companions” or “Tell me so that I will not be like a woman who covers herself\nbeside the flocks of your companions”
1:7	f5eb		rc://*/ta/man/translate/figs-explicit	כְּ⁠עֹ֣טְיָ֔ה עַ֖ל עֶדְרֵ֥י חֲבֵרֶֽי⁠ךָ	1	The phrase **covers herself** means **covers herself with a veil** and the phrase **your companions** refers to the other shepherds who pastured their animals near the flocks of the man and were probably his friends. If it would help your readers, you could express these phrases explicitly. Alternate translation: “like a woman who covers herself with a veil beside the flocks of the other shepherds”
1:7	v6rs		rc://*/ta/man/translate/figs-simile	שַׁ⁠לָּ⁠מָ֤ה אֶֽהְיֶה֙ כְּ⁠עֹ֣טְיָ֔ה עַ֖ל עֶדְרֵ֥י חֲבֵרֶֽי⁠ךָ	1	In the authors culture women who were prostitutes often covered their faces with a veil so that people would not recognize them. It would not be normal for a young unmarried woman to be wandering among shepherds and the woman did not want to be mistaken for a prostitute. If it would be helpful to your readers, you could explain the basis of this comparison. Alternate translation: “Tell me where you pasture your flocks so that I will not need to wander around among the flocks of your companions like a prostitute when I am looking for you” or “For why should I be like a prostitute who covers herself with a veil and wanders about\nbeside the flocks of your companions”
1:8	lc64		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	אִם־ לֹ֤א תֵדְעִי֙ לָ֔⁠ךְ הַ⁠יָּפָ֖ה בַּ⁠נָּשִׁ֑ים צְֽאִי־ לָ֞⁠ךְ	1	If it would help your readers to see that this is a conditional statement then you could supply a word like “then” in your translation. Alternate translation: “If you do not know, most beautiful among women, then go out”
1:8	fu4f		rc://*/ta/man/translate/figs-infostructure	אִם־ לֹ֤א תֵדְעִי֙ לָ֔⁠ךְ הַ⁠יָּפָ֖ה בַּ⁠נָּשִׁ֑ים	1	If it would be more natural in your language you could begin this verse with the phrase **most beautiful among women**. Alternate translation: “Most beautiful among women, if you do not know”
1:8	nky4			הַ⁠יָּפָ֖ה בַּ⁠נָּשִׁ֑ים	1	Alternate translation: “you who are the most beautiful of all women”
1:8	sy7k		rc://*/ta/man/translate/figs-go	צְֽאִי־ לָ֞⁠ךְ	1	Your language may say “come” rather than **go** in contexts such as this. Use whichever is more natural. Alternate translation: “come out”
1:8	al9c			וּ⁠רְעִי֙ אֶת־ גְּדִיֹּתַ֔יִ⁠ךְ	1	Alternate translation: “and let your young goats graze” or “and graze your young goats” 
1:8	fis9			וּ⁠רְעִי֙ אֶת־ גְּדִיֹּתַ֔יִ⁠ךְ	1	Alternate translation: “graze your young goats” or “let your young goats eat”
1:9	j8xv		rc://*/ta/man/translate/figs-infostructure	לְ⁠סֻסָתִ⁠י֙ בְּ⁠רִכְבֵ֣י פַרְעֹ֔ה דִּמִּיתִ֖י⁠ךְ רַעְיָתִֽ⁠	1	If it would be more natural in your language you could begin this verse with the phrase **my darling**. Alternate translation: “My darling, I liken you to a mare among the chariots of Pharaoh” 
1:9	gw76		rc://*/ta/man/translate/figs-simile	לְ⁠סֻסָתִ⁠י֙ בְּ⁠רִכְבֵ֣י פַרְעֹ֔ה דִּמִּיתִ֖י⁠ךְ	1	Here, it is implied that the man is comparing the woman to the beauty of a mare and not to other other qualities of a horse. The king of Egypt’s horses were known to be the best in the world and so they would have been very beautiful. If it would help your readers you could explain the point of this comparison. Alternate translation: “Your beauty is like the beauty of Pharaoh’s chariot horses” or “I compare your beauty to the beauty of Pharaoh’s chariot horses” 
1:9	zyj5		rc://*/ta/man/translate/figs-metonymy	בְּ⁠רִכְבֵ֣י פַרְעֹ֔ה	1	The man is using the phrase **the chariots** to mean “the horses that pull the chariots.”  If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “among the horses that pull Pharaoh’s chariots” or “among the horses that pull the chariots of Pharaoh”
1:9	lnbo		rc://*/ta/man/translate/figs-explicit	פַרְעֹ֔ה	1	Here, the term **Pharaoh** does not refer to a specific Egyptian king but is a title used to designate the acting king of Egypt. If it would be helpful to your readers, you could indicate that explicitly. Alternate translation: “the king of Egypt”
1:10	hrjd		rc://*/ta/man/translate/translate-unknown	בַּ⁠תֹּרִ֔ים	1	The term the man uses, which the ULT translates as **earrings**, is a term which refers to strings of small ornaments or jewels which apparently hung down the side of one’s face. If your readers would not be familiar with this type of jewelry you could use a more general term and, if you are using footnotes, you could make a footnote explaining this type of jewelry. Alternate translation: “with neck ornaments” or “strings of jewels” 
1:10	u7h9		rc://*/ta/man/translate/translate-unknown	בַּ⁠חֲרוּזִֽים	1	**necklaces** are a type of jewelry worn around the neck in order to make a person look more attractive. If your readers would not be familiar with **necklaces**, you could use the name of something similar in your area worn around the neck for the purpose of looking nice or you could use a more general term and, if it would help your readers, you could make a footnote explaining what a necklace is if you are using footnotes. Alternate translation: “with neck ornaments” or “strings of jewels” 
1:11	yuyp		rc://*/ta/man/translate/translate-unknown	תּוֹרֵ֤י	1	See how you translated the term “earrings” in the previous verse.
1:11	dza7		rc://*/ta/man/translate/figs-pronouns	נַעֲשֶׂה	1	The man speaks as if he were many people. Some versions change this to singular “I.” Other versions take these to be the words of the woman’s friends. (See also: [[rc://*/ta/man/translate/figs-exclusive]])
1:11	bp6l			עִ֖ם נְקֻדּ֥וֹת הַ⁠כָּֽסֶף	1	Alternate translation: “with beads of silver” or “that are decorated with silver”
1:12	kec9		rc://*/ta/man/translate/figs-metaphor	שֶׁ֤⁠הַ⁠מֶּ֨לֶךְ֙	1	See how you translated the phrase “The king” in [1:4](../01/04.md) where it is used with the same meaning.
1:12	zt7d			בִּ⁠מְסִבּ֔⁠וֹ	1	The word which the ULT translates as **couch** could: (1) refer to a couch and be translated as **couch** as modeled by the ULT. (2) refer to a table. Alternate translation: “was at his table” 
1:12	ur66		rc://*/ta/man/translate/translate-unknown	נִרְדִּ֖⁠י	1	The term **nard** refers to pleasant smelling perfumed oil that was made from the roots of the **nard** plant. If your readers would not be familiar with *nard** plants, you could use a general expression or describe what **nard** is. Alternate translation: “my perfumed oil” or “my pleasant smelling perfume made from the nard plant”
1:12	lp8f			נָתַ֥ן רֵיחֽ⁠וֹ	1	Alternate translation: “gave off its good smell” or “spread its pleasant smell” 
1:13	vc5v		rc://*/ta/man/translate/figs-metaphor	צְר֨וֹר הַ⁠מֹּ֤ר ׀ דּוֹדִ⁠י֙ לִ֔⁠י בֵּ֥ין שָׁדַ֖⁠י יָלִֽין	1	In the author’s culture women would sometimes place a small bag or pouch of myrrh on a necklace so it would hang on their neck and they could enjoy its pleasant smell. The woman makes a comparison between the enjoyable experience of having a bag of myrrh near her and the enjoyable experience of having the man she loves near her. If it would be helpful to your readers, you could use a simile to show the comparison. Alternate translation: “I enjoy having my beloved near me throughout the night like I enjoy the smell of a bag of myrrh”
1:13	d77b		rc://*/ta/man/translate/translate-unknown	הַ⁠מֹּ֤ר	1	**myrrh** was a pleasant smelling incense that was made from resin taken from the bark of a certain kind of tree. One of the things it was used for was to make a person smell good. If your readers would not be familiar with **myrrh**, you could use the name of something pleasant smelling in your area that might be used for this purpose or you could use a general expression. Alternate translation: “pleasant smelling perfume”
1:13	bzs7			דּוֹדִ⁠י֙	1	Alternate translation: “is my lover”
1:13	f8y8		rc://*/ta/man/translate/figs-euphemism	אֶשְׁכֹּ֨ל הַ⁠כֹּ֤פֶר ׀ דּוֹדִ⁠י֙ לִ֔⁠י	1	If using the word **breasts** would offend your readers, you could use an appropriate euphemism for **breasts** or state the meaning of the phrase **between my breasts it stays** using a more general expression. Alternate translation: “My beloved stays very close to me during the night, like a bundle of myrrh hanging near my chest”
1:13	bl0z			יָלִֽין	1	Here, the original language word that the ULT translates with the phrase **it stays** is ambiguous regarding what it is that **stays**. This word could: (1) indicate that the **bundle of myrrh** is what **stays**, in which case it should be translated as something similar to **it stays** as modeled by the ULT.  (2) mean that the man **stays**. Alternate translation: “he stays”  
1:13	jw0u			יָלִֽין	1	Here, the word **stays** could: (1) refer to staying in one place for a prolonged period of time in which case you could translate this word with something similar to **stays** as modeled by the ULT. (2) refer to lying down. Alternate translation: “it lies”
1:14	a6jk		rc://*/ta/man/translate/translate-unknown	הַ⁠כֹּ֤פֶר	1	The phrase **henna blossoms** refers to **blossoms** from the **henna** plant which produces clusters of flower blossoms which have a pleasant smell. If your readers would not be familiar with this plant, you could use the name of a plant in your area that has a pleasant smell, you could explain in your translation that henna is a plant that produces fragrant blossoms, or you could use a general expression. Alternate translation: “fragrant flowers” or “fragrant blossoms from the henna plant” 
1:14	zh75		rc://*/ta/man/translate/figs-metaphor	אֶשְׁכֹּ֨ל הַ⁠כֹּ֤פֶר ׀ דּוֹדִ⁠י֙ לִ֔⁠י בְּ⁠כַרְמֵ֖י עֵ֥ין גֶּֽדִי	1	Here, **vineyards of En Gedi** is probably a reference to the woman’s body because at that time **vineyards** were often used to convey a sexual meaning and because the phrase **in the vineyards of Engedi** is in parallel to phrase in the previous verse in which the woman refers to her body by saying that her “beloved” is like a “bundle of myrrh“ which “stays” (the night) “between” her “breasts.” In this verse the woman makes a comparison between the pleasurable experience of the smell of henna blossoms and her enjoyment of having the man she loves near her body. If it would be helpful to your readers, you could use a simile to show the comparison. Because the woman describes her body in a poetic way with images, it is recommended that you either maintain these images or select images from your context and language that communicate the same concepts. Alternate translation: “I enjoy being near my beloved’s body like I enjoy the smell of the henna flowers in the vineyards of Engedi” or “I delight in my beloved being near my body like I enjoy the smell of the henna flowers in the vineyards of Engedi”
1:14	nop3			עֵ֥ין גֶּֽדִי	1	
