Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:3	ncga		rc://*/ta/man/translate/translate-names	Ἰούδας δὲ ἐγέννησεν τὸν Φαρὲς καὶ τὸν Ζάρα ἐκ τῆς Θαμάρ, Φαρὲς δὲ ἐγέννησεν τὸν Ἑσρώμ, Ἑσρὼμ δὲ ἐγέννησεν τὸν Ἀράμ,	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verse.
1:3	g8y6		rc://*/ta/man/translate/translate-names	ἐκ τῆς Θαμάρ	1	The word **Tamar** is the name of a woman. She was the daughter-in-law of **Judah**. 
1:3	sn21		rc://*/ta/man/translate/translate-names	τὸν Ἑσρώμ, Ἑσρὼμ & τὸν Ἀράμ	1	Many translations spell **Hezrom** as “Hezron” and **Aram** as “Ram.” Consider how translations with which your readers might be familiar spell these names. Alternate translation: “Hezron … Hezron … Ram”
1:4	kywc		rc://*/ta/man/translate/translate-names	Ἀρὰμ δὲ ἐγέννησεν τὸν Ἀμιναδάβ, Ἀμιναδὰβ δὲ ἐγέννησεν τὸν Ναασσών, Ναασσὼν δὲ ἐγέννησεν τὸν Σαλμών,	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:4	xlps		rc://*/ta/man/translate/translate-names	Ἀρὰμ	1	Many translations spell **Aram** as “Ram.” Consider how translations with which your readers might be familiar spell this name. Alternate translation: “Ram”
1:5	w4mz		rc://*/ta/man/translate/translate-names	Σαλμὼν δὲ ἐγέννησεν τὸν Βόες ἐκ τῆς Ῥαχάβ, Βόες δὲ ἐγέννησεν τὸν Ἰωβὴδ ἐκ τῆς Ῥούθ, Ἰωβὴδ δὲ ἐγέννησεν τὸν Ἰεσσαί,	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:5	q5bd		rc://*/ta/man/translate/translate-names	Ῥαχάβ & Ῥούθ	1	The words **Rahab** and **Ruth** are the names of women. **Rahab** protected Israelite spies when the Israelites were about to conquer the land that God had promised to give them. **Ruth** was from Moab but believed in God and traveled to Israel with her mother-in-law, Naomi.
1:6	e1rp		rc://*/ta/man/translate/translate-names	Ἰεσσαὶ δὲ ἐγέννησεν τὸν Δαυεὶδ τὸν βασιλέα. Δαυεὶδ δὲ ἐγέννησεν τὸν Σολομῶνα ἐκ τῆς τοῦ Οὐρίου,	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:6	msbw		rc://*/ta/man/translate/figs-explicit	ἐκ τῆς τοῦ Οὐρίου	1	**Uriah** was one of the leaders of the Israelite army, a leader whom **David** trusted. However, David saw Uriah’s wife, named Bathsheba, and wanted her for himself. He had Uriah killed and took Uriah’s wife for himself. You can read about this story in [2 Samual 11:1–27](../2sa/11/01.md). If it would be helpful in your language, you could include some extra information if your readers would not know this story. Alternate translation: “by Bathsheba the wife of Uriah, whom he had killed”
1:7	nc4v		rc://*/ta/man/translate/translate-names	Σολομὼν δὲ ἐγέννησεν τὸν Ῥοβοάμ, Ῥοβοὰμ δὲ ἐγέννησεν τὸν Ἀβιά, Ἀβιὰ δὲ ἐγέννησεν τὸν Ἀσάφ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:7	dvau		rc://*/ta/man/translate/translate-names	τὸν Ἀσάφ	1	Many translations spell **Asaph** as “Asa.” Consider how translations with which your readers might be familiar spell this name. Alternate translation: “Asa”
1:8	jnly		rc://*/ta/man/translate/translate-names	Ἀσὰφ δὲ ἐγέννησεν τὸν Ἰωσαφάτ, Ἰωσαφὰτ δὲ ἐγέννησεν τὸν Ἰωράμ, Ἰωρὰμ δὲ ἐγέννησεν τὸν Ὀζείαν	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:8	zcs9		rc://*/ta/man/translate/translate-names	Ἀσὰφ & τὸν Ὀζείαν	1	Many translations spell **Asaph** as “Asa” and **Ozias** as “Uzziah.” Consider how translations with which your readers might be familiar spell these names. Alternate translation: “Asa … Uzziah”
1:8-9	ei0o		rc://*/ta/man/translate/figs-explicit	Ἰωρὰμ δὲ ἐγέννησεν τὸν Ὀζείαν, Ὀζείας δὲ ἐγέννησεν τὸν Ἰωαθάμ	1	In these two verses, Matthew lists **Joram**, **Ozias**, and **Jotham**. In the list of kings in 1 Chronicles 3, however, there are four names between **Joram** and **Jotham** (see  [1 Chronicles 3:11–12](../1co/03/11.md)), not one. So, Matthew has not mentioned three of these kings, and the word translated **fathered** only requires the older person to be an ancestor of the younger person, who could be a son, grandson, great-grandson, or even great-great-grandson. It is unclear exactly where in the list Matthew leaves out the three kings. He could be using the name **Ozias**: (1) to refer to the king that 1 Chronicles names “Azariah.” In this case, **Ozias** is the great-great-grandson of **Joram** and the father of **Jotham**. Alternate translation: “and Joram was the great-great-grandfather of Ozias, and Ozias fathered Jotham” (2) to refer to the king that 1 Chronicles names “Ahaziah.” In this case, **Ozias** is the son of **Joram** and the great-great-grandfather of **Jotham**. Alternate translation: “and Joram fathered Ozias, and Ozias was the great-great-grandfather of Jotham”
1:9	m35z		rc://*/ta/man/translate/translate-names	Ὀζείας δὲ ἐγέννησεν τὸν Ἰωαθάμ, Ἰωαθὰμ δὲ ἐγέννησεν τὸν Ἀχάζ, Ἀχὰζ δὲ ἐγέννησεν τὸν Ἑζεκίαν	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:9	lj7z		rc://*/ta/man/translate/translate-names	Ὀζείας	1	Many translations spell **Ozias** as “Uzziah.” Consider how translations with which your readers might be familiar spell this name. Alternate translation: “Uzziah”
1:10	zgmk		rc://*/ta/man/translate/translate-names	Ἑζεκίας δὲ ἐγέννησεν τὸν Μανασσῆ, Μανασσῆς δὲ ἐγέννησεν τὸν Ἀμώς, Ἀμὼς δὲ ἐγέννησεν τὸν Ἰωσίαν	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:10	odm9		rc://*/ta/man/translate/translate-names	τὸν Ἀμώς, Ἀμὼς	1	Many translations spell **Amos** as “Amon.” Consider how translations with which your readers might be familiar spell this name. Alternate translation: “Amon … Amon”
1:11	t8ob		rc://*/ta/man/translate/translate-names	Ἰωσίας δὲ ἐγέννησεν τὸν Ἰεχονίαν καὶ τοὺς ἀδελφοὺς αὐτοῦ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:11	c2bh		rc://*/ta/man/translate/figs-explicit	Ἰωσίας & ἐγέννησεν τὸν Ἰεχονίαν	1	In [1 Chronicles 3:15–16](../1ch/03/15.md), **Josiah** is listed as the father of Jehoiakim, who is the father of **Jechoniah**. If it would be helpful in your language, you could clarify that **Josiah** was the grandfather of **Jechoniah**. Alternate translation: “Josiah fathered the father of Jechoniah”
1:11	vzs3		rc://*/ta/man/translate/translate-kinship	τοὺς ἀδελφοὺς αὐτοῦ	1	If you must specify whether these **brothers** were older or younger, it is more likely that they were younger brothers. Alternate translation: “his younger brothers”
1:11	v2im		rc://*/ta/man/translate/figs-explicit	ἐπὶ τῆς μετοικεσίας Βαβυλῶνος	1	Here Matthew refers to how the Babylonians conquered Jerusalem and took most of the people away to the country of Babylon. If it would be helpful in your language, you could use a word or phrase that makes this idea more explicit. Alternate translation: “when the Babylonians captured Jerusalem and took many people away”
1:12	y7cx		rc://*/ta/man/translate/figs-explicit	μετὰ & τὴν μετοικεσίαν Βαβυλῶνος	1	Here Matthew refers to the same event that he referred to in [1:11](../01/11.md). Express the idea in the same way you did there. Alternate translation: “after the Babylonians captured Jerusalem and took many people away”
1:12	ua1g		rc://*/ta/man/translate/translate-names	Ἰεχονίας ἐγέννησεν τὸν Σαλαθιήλ, Σαλαθιὴλ δὲ ἐγέννησεν τὸν Ζοροβαβέλ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:12	ya86		rc://*/ta/man/translate/translate-names	τὸν Σαλαθιήλ, Σαλαθιὴλ	1	Many translations spell **Salathiel** as “Shealtiel.” Consider how translations with which your readers might be familiar spell this name. Alternate translation: “Shealtiel … Shealtiel”
1:12	qqo6		rc://*/ta/man/translate/figs-explicit	Σαλαθιὴλ & ἐγέννησεν τὸν Ζοροβαβέλ	1	In [1 Chronicles 3:19](../1co/03/19.md), a brother of **Salathiel** named Pedaiah is listed as the father of **Zerubbabel**. However, early Greek translations of [1 Chronicles 3:19](../1co/03/19.md) list **Salathiel** as the father of **Zerubabbel**. Matthew most likely used a Bible like these early Greek translations, so he probably intended his readers to think of **Salathiel** as the father of **Zerubbabel** and not as his uncle. If it would be helpful in your language, you could include some of this information in a footnote. 
1:13	dcab		rc://*/ta/man/translate/translate-names	Ζοροβαβὲλ δὲ ἐγέννησεν τὸν Ἀβιούδ, Ἀβιοὺδ δὲ ἐγέννησεν τὸν Ἐλιακείμ, Ἐλιακεὶμ δὲ ἐγέννησεν τὸν Ἀζώρ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:14	seok		rc://*/ta/man/translate/translate-names	Ἀζὼρ δὲ ἐγέννησεν τὸν Σαδώκ, Σαδὼκ δὲ ἐγέννησεν τὸν Ἀχείμ, Ἀχεὶμ δὲ ἐγέννησεν τὸν Ἐλιούδ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:15	d8av		rc://*/ta/man/translate/translate-names	Ἐλιοὺδ δὲ ἐγέννησεν τὸν Ἐλεάζαρ, Ἐλεάζαρ δὲ ἐγέννησεν τὸν Μαθθάν, Μαθθὰν δὲ ἐγέννησεν τὸν Ἰακώβ	1	This is a continuation of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:16	sq31		rc://*/ta/man/translate/translate-names	Ἰακὼβ δὲ ἐγέννησεν τὸν Ἰωσὴφ τὸν ἄνδρα Μαρίας	1	This is the end of the list of Jesus’ ancestors that began in [1:2](../01/02.md). Use the same format as you used in the previous verses.
1:16	wdbo		rc://*/ta/man/translate/translate-names	Μαρίας	1	The word **Mary** is the name of a woman.
1:16	b3bm		rc://*/ta/man/translate/figs-activepassive	ἐξ ἧς ἐγεννήθη Ἰησοῦς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “who gave birth to Jesus”\n
1:16	ovf4		rc://*/ta/man/translate/figs-distinguish	ὁ λεγόμενος Χριστός	1	Here, the phrase **the one called Christ** distinguishes this **Jesus** from any other people named Jesus. If it would be helpful in your language, you could use a form that distinguishes between this **Jesus** and any other people with that name. Alternate translation: “the Jesus called Christ” or “specifically the one who is called Christ”
1:16	z2rg		rc://*/ta/man/translate/figs-activepassive	ὁ λεγόμενος Χριστός	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could use an indefinite subject. Alternate translation: “whom people call Christ”
1:17	vdhv		rc://*/ta/man/translate/figs-explicit	ἀπὸ Ἀβραὰμ ἕως Δαυεὶδ γενεαὶ δεκατέσσαρες, καὶ ἀπὸ Δαυεὶδ ἕως τῆς μετοικεσίας Βαβυλῶνος γενεαὶ δεκατέσσαρες, καὶ ἀπὸ τῆς μετοικεσίας Βαβυλῶνος ἕως τοῦ Χριστοῦ γενεαὶ δεκατέσσαρες	1	In order to count 14 generations **from Abraham until David**, both Abraham and David need to be included. To count 14 generations **from David until the Babylonian deportation**, David needs to be excluded but Jechoniah needs to be included. To count 14 generations **from the Babylonian deportation until the Christ**, both Jechoniah and Jesus need to be included. Consider how you might express the calculations so that they match with the list. Alternate translation: “from Abraham up to and including David were 14 generations, and after David and until the Babylonian deportation were 14 generations, and starting with the Babylonian deportation and counting up to and including the Christ were 14 generations”
1:17	z5xw		rc://*/ta/man/translate/figs-explicit	τῆς μετοικεσίας Βαβυλῶνος	-1	Here Matthew refers to the same event that he referred to in [1:11–12](../01/11.md). Express the idea in the same way you did in those verses. Alternate translation: “the Babylonians captured Jerusalem and took many people away … when that happened”
1:18	gnl6		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces a new section in this book that focuses on **the birth of Jesus Christ**. If it would be helpful in your language, you could use a word or phrase that introduces a new section, or you could leave **Now** untranslated. Alternate translation: “Next,”
1:18	cqt1		rc://*/ta/man/translate/figs-activepassive	μνηστευθείσης & τῷ Ἰωσήφ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was her parents. Alternate translation: “whose parents promised to Joseph that she would marry him”
1:18	xvk1		rc://*/ta/man/translate/figs-euphemism	πρὶν & συνελθεῖν αὐτοὺς	1	Matthew is referring in a polite way to having sex by using the phrase **came together**. If it would be helpful in your language, you could use a polite way of referring to this in your language, or you could state this plainly. Alternate translation: “before they consummated the marriage” or “before they had sex”
1:18	in4a		rc://*/ta/man/translate/figs-activepassive	εὑρέθη ἐν γαστρὶ ἔχουσα	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “was having in the womb” or “realized that she was having in the womb”
1:18	q6y8		rc://*/ta/man/translate/figs-idiom	ἐν γαστρὶ ἔχουσα	1	Here, the phrase **having in the womb** refers to being pregnant. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “to be with child” or “to be pregnant”
1:18	a71d		rc://*/ta/man/translate/figs-explicit	ἐκ Πνεύματος Ἁγίου	1	The phrase **from the Holy Spirit** indicates that Mary did not become pregnant in the usual way, that is, by having sex with a man. Rather, she became pregnant because the Holy Spirit caused her to be pregnant. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “by the power of the Holy Spirit” or “because of the Holy Spirit’s work”
1:19	h941		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next major event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then,”
1:19	yufg		rc://*/ta/man/translate/figs-explicit	Ἰωσὴφ & ὁ ἀνὴρ αὐτῆς	1	Matthew implies that Joseph did not know that the baby came from the Holy Spirit. Joseph thought that Mary had become pregnant after having sex with another man, which is why he wanted **to divorce her**. If it would be helpful in your language, you could clarify that Joseph did not know that the Holy Spirit had caused Mary to be pregnant. Alternate translation: “Joseph her husband thought that she had been unfaithful, so”
1:19	pu3p		rc://*/ta/man/translate/figs-explicit	ὁ ἀνὴρ αὐτῆς & ἀπολῦσαι αὐτήν	1	As the previous verse shows (see [1:18](../01/18.md)), Mary and Joseph were not yet married. In their culture, however, being “engaged” was a promise to marry, so Matthew can refer to **Joseph** as Mary’s **husband**. He can also refer to breaking the engagement as divorce. If it would be helpful in your language, you could use clarify that Matthew is referring to an engaged man breaking the engagement. Alternate translation: “her fiancé … to break the engagement with her”
1:20	iip4		rc://*/ta/man/translate/grammar-connect-time-simultaneous	ταῦτα & αὐτοῦ ἐνθυμηθέντος, ἰδοὺ, ἄγγελος Κυρίου & ἐφάνη	1	The angel appeared to Joseph while he was deciding to divorce Mary. If it would be helpful in your language, you could make this relationship more explicit. Alternate translation: “during the time when Joseph was reflecting on these things, behold, an angel of the Lord appeared”
1:20	y747		rc://*/ta/man/translate/figs-exclamations	ἰδοὺ	1	Here, the word **behold** draws the attention of the audience and asks them to listen carefully. If it would be helpful in your language, you could express behold with a word or phrase that asks the audience to listen, or you could draw the audience’s attention in another way. Alternate translation: “picture this” or “suddenly”
1:20	meua		rc://*/ta/man/translate/writing-quotations	λέγων	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and he declared”
1:20	lc8r		rc://*/ta/man/translate/figs-metaphor	υἱὸς Δαυείδ	1	Here, Matthew is speaking of a male descendant as if he were a **son**. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “who is descended from David”
1:20	fgby		rc://*/ta/man/translate/grammar-connect-logic-result	μὴ φοβηθῇς παραλαβεῖν Μαρίαν τὴν γυναῖκά σου; τὸ γὰρ ἐν αὐτῇ γεννηθὲν ἐκ Πνεύματός ἐστιν Ἁγίου	1	If it would be more natural in your language, you could reverse the order of these clauses, since the second clause gives the reason for the command in the first clauses. Alternate translation: “the one having been conceived in Mary is from the Holy Spirit, so you should not fear to take her as your wife”
1:20	va5e		rc://*/ta/man/translate/figs-activepassive	τὸ & ἐν αὐτῇ γεννηθὲν ἐκ Πνεύματός ἐστιν Ἁγίου	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “the Holy Spirit is the one who caused her to conceive her child”
1:21	yucr		rc://*/ta/man/translate/grammar-connect-logic-result	καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν; αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν	1	If it would be more natural in your language, you could reverse the order of these clauses, since the second clause gives the reason for the command that the first clause describes. Alternate translation: “and because he will save his people from their sins, you will call his name Jesus”
1:21	ifq8		rc://*/ta/man/translate/translate-tense	καλέσεις	1	Here the angel gives a command using the future tense. If your language does not use the future tense for commands, you could use a form that your language uses to express commands. Alternate translation: “you must call” or “you are to call”
1:21	v02j		rc://*/ta/man/translate/figs-yousingular	καλέσεις	1	Here, the word **you** is singular since the angel is speaking to Joseph. 
1:21	j38f		rc://*/ta/man/translate/figs-explicit	Ἰησοῦν; αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν	1	The name **Jesus** means “the Lord saves” in Hebrew. The angel is explaining that **Jesus** should have this name because **he will save his people**. If it would be helpful in your language, you could explain what Jesus’ name means or include this information in a footnote. Alternate translation: “Jesus, for, as his name indicates, he will save his people from their sins” or “Jesus, that is, ‘the Lord saves,’ since he will save his people from their sins”
1:21	ocr6		rc://*/ta/man/translate/figs-explicit	τὸν λαὸν αὐτοῦ	1	Here, the phrase **his people** refers most directly to Jewish people, but it also includes anyone who believes in **Jesus**. If it would be helpful in your language, you could use a word or phrase that identifies a group of people who belong to or are connected with Jesus. Alternate translation: “his own people” or “the people who belong to him”
