Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	b2k8		rc://*/ta/man/translate/figs-metonymy	{Was} not Esau a brother to Jacob?	1	Yahweh is using the names **Esau** and **Jacob** by association to mean their descendants. Alternate translation: “Are the Edomites not a related people group to you Israelites?” or “Now the Edomites are a related people group to you Israelites”
1:2	h9f1		rc://*/ta/man/translate/writing-quotations	the declaration of Yahweh	1	This phrase indicates that this is a direct quotation from Yahweh. You may wish to indicate that in your translation, using a natural way of introducing direct quotations in your language. Alternate translation: “this is what Yahweh declares”
1:2	v3r5		rc://*/ta/man/translate/grammar-collectivenouns	Yet I loved Jacob	1	Yahweh is referring to the Israelites as a group by the name of their ancestor, **Jacob**. Alternate translation: “Yet I have favored you Israelites”
1:3	c7m2		rc://*/ta/man/translate/figs-explicit	but Esau I hated	1	The word translated as **hated** does not always indicate a strong antipathy or loathing. In a comparison such as this one, it can mean “loved less” or “favored less.” Alternate translation: “but I have not favored the Edomites.”
1:3	g6n9		rc://*/ta/man/translate/figs-abstractnouns	a desolation	1	If your language does not use an abstract noun for the idea of **desolation**, you could express the same idea in another way. Alternate translation: “desolate”
1:3	z8k4		rc://*/ta/man/translate/translate-unknown	jackals	1	A **jackal** is a wild dog that lives in the desert. If your readers would not be familiar with what a jackal is, in your translation you could use the name of a similar animal that your readers would recognize, or you could use a general expression. Alternate translation: “wild dogs” or “desert scavengers”
1:4	y2p7		rc://*/ta/man/translate/figs- activepassive	We are beaten down	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Our enemies have beaten us down”
1:4	f5s1		rc://*/ta/man/translate/figs-quotesinquotes	And they will call them ‘the territory of wickedness’ and ‘the people whom Yahweh abhors forever	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “And people will say that they are a territory where wicked people live and that they are a people whom Yahweh abhors forever”
1:4	d9h3		rc://*/ta/man/translate/writing-pronouns	And they will call them	1	Here, **they** is an indefinite pronoun that does not have a specific referent in the immediate context. If it would be helpful in your language, you could translate this with a different expression that does not use an indefinite pronoun. Alternate translation: “And they will be called”
1:4	j1w6		rc://*/ta/man/translate/figs-abstractnouns	the territory of wickedness	1	If your language does not use an abstract noun for the idea of **wickedness**, you could express the same idea in another way. Alternate translation: “the wicked territory” or “the territory where wicked people live”
1:5	a8b3		rc://*/ta/man/translate/figs-quotations	And your eyes will see, and you yourselves will say, “Great is Yahweh beyond the border of Israel!”	1	Some versions include this verse in the quotation from Yahweh that begins in [1:2](../01/02.md). If a translation of the Bible exists in your region, you may wish to mark the quotation boundaries in the same way that it does. If a translation of the Bible does not exist in your region, you may wish to mark the quotation boundaries as the ULT does. If you treat this as a quotation from Yahweh, it may be more natural in your language not to have a quotation within a quotation and to have Yahweh speak of himself in the first person rather than in the third person. Alternate translation: “And your eyes will see, and you yourselves will say that I am great beyond the border of Israel!”
1:5	n4t8		rc://*/ta/man/translate/figs-synecdoche	And your eyes will see	1	Malachi is using one part of the Judeans, their **eyes**, to mean all of them in the act of seeing. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “And you will see for yourselves”
1:6	r2k9		rc://*/ta/man/translate/figs-rquestion	So if I am a father, where is my honor? And if I am a master, where is my fear?	1	Yahweh is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: “Since I am a father, you should honor me. And since I am a master, you should fear me.”
1:6	u6v1		rc://*/ta/man/translate/figs-metonymy	my name & your name	1	Yahweh is using the word **name** by association to mean his reputation and authority. Alternate translation: “my reputation … your reputation” or “my authority … your authority”
1:7	o3d8		rc://*/ta/man/translate/figs-activepassive	defiled food	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “food that people have made unfit for sacrifice”
1:7	q1j6		rc://*/ta/man/translate/figs-quotesinquotes	But you say, ‘In what have we defiled you?’ In your saying, ‘The table of Yahweh, it is despised.’	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “But you ask how you have defiled me. You defile me by saying that you can despise the table of Yahweh.”
1:7	a3h2		rc://*/ta/man/translate/figs-activepassive	The table of Yahweh, it is despised	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “One may despise the table of Yahweh”
1:7	b7c4		rc://*/ta/man/translate/figs-metaphor	The table of Yahweh	1	Yahweh is speaking as if the altar on which the priests offered sacrifices to him were literally a **table** at which he ate food. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “The altar of Yahweh”
1:8	r8n4		rc://*/ta/man/translate/figs-rquestion	And when you present the blind for sacrifice, is it not evil? And when you present the lame and the sick, is it not evil?	1	Yahweh is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: “When you present blind animals for sacrifice, that is evil! And when you present lame and sick animals, that is also evil!”
1:8	g2m7		rc://*/ta/man/translate/figs-genericnoun	the blind & the lame and the sick	1	Yahweh is not referring to specific blind, lame, or sick animals. He means animals with these conditions in general. It may be more natural in your language to express this meaning by using a plural form. Alternate translation: “blind animals … lame and sick animals”
1:8	p9k1		rc://*/ta/man/translate/writing-pronouns	Present it	1	The pronoun **it** refers to the blind, lame, and sick animals. It may be more natural in your language to use a plural expression. Alternate translation: “Present these animals”
1:8	y6s3		rc://*/ta/man/translate/figs-yousingular	to your governor & will he accept you & your face	1	The words **you** and **your** are singular here because Yahweh is addressing the priests as a collective group. This suits the context, since that is how they were ruled by their **governor**. It may be natural for you to use the singular form in your translation if your language marks that distinction.
1:8	r4f8		rc://*/ta/man/translate/figs-rquestion	Will he accept you or lift up your face?	1	Yahweh is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: “He certainly will not accept you or lift up your face!”
1:8	d7h5		rc://*/ta/man/translate/figs-doublet	Will he accept you or lift up your face?	1	The terms **accept you** and **lift up your face** mean similar things. Yahweh is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “He certainly will not show you any favor at all!”
1:8	i3l9		rc://*/ta/man/translate/figs-idiom	or lift up your face	1	This is an expression that people of this culture would commonly use to mean “show favor.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “or show you favor”
1:9	a9n2		rc://*/ta/man/translate/grammar-connect-words-phrases	And now	1	The phrase translated as **And now** is an expression that was used in messages of this time to introduce important points. If your language has a comparable expression that it uses for this same purpose, you can use it in your translation.
1:9	t5m1		rc://*/ta/man/translate/figs-123person	the face of God, that he may be gracious to us	1	Malachi attributes this quotation to Yahweh, but it is something that Yahweh told him to say to the priests. So you could translate it with Malachi as the speaker. However, if you translate it with Yahweh as the speaker, he speaking about himself in the third person. If it would be more natural in your language, you could translate it in the first person. Alternate translation: “my face, that I may be gracious to you”
1:9	s2k7		rc://*/ta/man/translate/figs-synecdoche	the face of God	1	Yahweh is using one part of himself, his **face**, to mean all of him in the act of looking with favor on someone who was praying to him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “God”
1:9	e1f6		rc://*/ta/man/translate/translate-names	the face of God	1	Malachi is probably using the term **God** here to contrast with the mention of “the governor” in the previous verse. The implication is that if people would not offer inferior gifts to a human being, they should certainly not offer them to God. So it would be appropriate to use here your language’s term for the true God who created the world, rather than the name Yahweh.
1:9	e8x4		rc://*/ta/man/translate/figs-exclusive	that he may be gracious to us	1	Malachi is using the pronoun **us** to refer to himself and his listeners, so use the inclusive form of that word if your language marks that distinction. (If you are treating this as a direct quotation from Yahweh, you may use the plural form of “you.”)
1:9	p1j6		rc://*/ta/man/translate/writing-pronouns	This has been	1	The pronoun **This** refers to the unacceptable sacrifices. It may be helpful to clarify this for your readers. Alternate translation: “These unacceptable sacrifices have been”
1:9	s7f2		rc://*/ta/man/translate/figs-synecdoche	from your hand	1	Malachi is using one part of the priests, their **hand**, to mean all of them in the act of offering sacrifices. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “from you”
1:9	f2g9		rc://*/ta/man/translate/grammar-collectivenouns	from your hand	1	Since Malachi is referring to a group of people, it might be more natural in your language to use the plural form of **hand**. Alternate translation: “from your hands”
1:9	i5h9		rc://*/ta/man/translate/figs-idiom	Will he lift up your faces?	1	See how you translated the similar expression in [1:8](../01/08.md).
1:9	r3n8		rc://*/ta/man/translate/figs-rquestion	Will he lift up your faces?	1	Yahweh is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: “He certainly will not lift your faces!” or “He will certainly not show you favor!”
1:10	u9w2		rc://*/ta/man/translate/figs-rquestion	Who even among you will shut the doors, that you might not kindle {fire} on my altar in vain?	1	Yahweh is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: “I wish one of you would shut the temple doors so that you would not kindle useless fires on my altar!”
1:10	e3m7		rc://*/ta/man/translate/figs-explicit	the doors	1	Yahweh assumes that his listeners will know that by **the doors** he means the doors of the temple. You could say that explicitly if it would be helpful to your readers. Alternate translation: “the temple doors”
1:10	c8n2		rc://*/ta/man/translate/grammar-collectivenouns	an offering from your hand	1	Since Yahweh is referring to a group of people, it might be more natural in your language to use the plural form of **hand**. Alternate translation: “offerings from your hands”
1:10	s6p4		rc://*/ta/man/translate/figs-synecdoche	from your hand	1	Yahweh is using one part of the priests, their **hand**, to mean all of them in the act of offering sacrifices. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “from you”
1:11	m2t7		rc://*/ta/man/translate/figs-metonymy	from the rising of the sun and unto its setting	1	Yahweh is using the **rising** and **setting** of the **sun** by association to mean the east and the west. Alternate translation: “from the east to the west”
1:11	m9r3		rc://*/ta/man/translate/figs-merism	from the rising of the sun and unto its setting	1	Yahweh is speaking of two extremes in order to include them and everything in between. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “everywhere in the world”
1:11	n4f8		rc://*/ta/man/translate/figs-metonymy	my name {will be} great	1	Yahweh is using the word **name** by association to mean his reputation. See how you translated the same expression in [1:6](../01/06.md). Alternate translation: “my reputation will be great”
1:11	s7h1		rc://*/ta/man/translate/figs-synecdoche	to my name	1	Yahweh is using one part of himself, his **name**, to mean all of him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “to me”
1:12	p2k6		rc://*/ta/man/translate/writing-pronouns	But you are profaning it	1	The pronoun **it** refers to Yahweh’s name or reputation. It may be helpful to clarify this for your readers. Alternate translation: “But you are profaning my name” or “But you are making my reputation no more than ordinary”
1:12	o7j9		rc://*/ta/man/translate/figs-metaphor	The table of the Lord	1	See how you translated the same expression in [1:7](../01/07.md). Alternate translation: “The altar of the Lord”
1:12	h3k5		rc://*/ta/man/translate/translate-names	the Lord	1	In the same phrase in [1:7](../01/07.md), the name “Yahweh” is used. Here a title, **the Lord**, is used instead. It may be that in the earlier instance Yahweh is speaking of himself in the third person, while in this instance Yahweh is quoting what the priests would say. (In order not to misuse his name, Jews would use this title instead.) Some versions of the Bible use their representation of the divine name here, since that is what the priests meant. Other versions use the title **Lord** to reflect this Jewish practice and the original text of the book. If a translation of the Bible exists in your region, you may wish to use the reading that it uses. If a translation of the Bible does not exist in your region, you may wish to use the reading of the ULT.
1:12	a4d7		rc://*/ta/man/translate/figs-activepassive	it {is} defiled	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “it is not holy” or “it is nothing special”
1:12	l5t2		rc://*/ta/man/translate/figs-metaphor	its fruit	1	Yahweh is speaking as if the altar were a tree that produced **fruit**. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “what we get from it”
1:12	e7n5		rc://*/ta/man/translate/figs-explicit	its food	1	Yahweh assumes that his listeners will know that by **its food** he means the food allowance the priests receive from the altar. You could say that explicitly if it would be helpful to your readers. Alternate translation: “our food allowance”
1:12	p9f3		rc://*/ta/man/translate/figs-activepassive	is despised	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “is contemptible”
1:13	m3h8		rc://*/ta/man/translate/figs-metaphor	Behold	1	The priests are speaking as if they literally wanted their listeners to **Behold** or look at something. They are using this term to focus their listeners’ attention on what they are about to say. Your language may have a comparable expression that you can use in your translation.
1:13	x6r2		rc://*/ta/man/translate/figs-exclamations	what a weariness	1	The priests are using a phrase that expresses a strong feeling of tiredness or boredom. There may be an equivalent word or phrase in your language that you can use in your translation to convey this same feeling. You could also state what the priests were feeling. Alternate translation: “what drudgery” or “we are tired of doing this”
1:13	s2k9		rc://*/ta/man/translate/translate-symaction	And you puff at it	1	In this culture, to **puff** at something, blowing a small breath at it, was a symbolic action that showed contempt. If it would be helpful to your readers, you could express this in terms of an action that has the same significance in your culture. You could also state the meaning plainly. Alternate translation: “And you sniff at it” or “And you show contempt for it”
1:13	g7n4		rc://*/ta/man/translate/figs-genericnoun	the torn and the lame and the sick	1	Yahweh is not referring to specific **torn**, **lame**, or **sick** animals. He means animals with these conditions in general. It may be more natural in your language to express this meaning by using plural forms. Alternate translation: “torn animals, lame animals, and sick animals”
1:13	r9t5		rc://*/ta/man/translate/figs-rquestion	Should I accept this from your hand?	1	Yahweh is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: “I will certainly not accept this from you!”
1:14	e2f7		rc://*/ta/man/translate/figs-events	But cursed {be} the deceiver if a male is in his flock and he vows {it}, but he sacrifices the blemished to the Lord	1	Yahweh is describing one event before describing another event that would precede it. In your translation, you may wish to relate these events in the order in which they would happen. Alternate translation: “But if someone has a male in his flock and he vows it, but he sacrifices the blemished to the Lord, then that deceiver will be cursed”
1:14	p8m3		rc://*/ta/man/translate/figs-activepassive	But cursed be	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “But I will curse”
1:14	e5k1		rc://*/ta/man/translate/figs-explicit	if a male is in his flock	1	Yahweh assumes that his listeners will know that by **a male**, he means a healthy, unblemished male animal. You could say that explicitly if it would be helpful to your readers. Alternate translation: “if a healthy, unblemished male is in his flock”
1:14	g3n9		rc://*/ta/man/translate/figs-genericnoun	the blemished	1	Yahweh is not referring to a specific **blemished** animal. He means blemished animals in general. It may be more natural in your language to express this meaning by using a plural form. Alternate translation: “blemished animals”
1:14	t7r2		rc://*/ta/man/translate/figs-123person	to the Lord	1	Yahweh is speaking about himself in the third person. If it would be helpful in your language, you could translate this in the first person. Alternate translation: “to me”
1:14	s4h6		rc://*/ta/man/translate/figs-synecdoche	and my name is feared among the nations	1	Yahweh is using one part of himself, his **name**, to mean all of him in the act of being feared. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “and I am feared among the nations because of my reputation”
2:intro	jc2b				0	# Malachi 2 General Notes\n\n## Religious and Cultural Concepts in This Chapter\n\n### Levites\n\nThe priests are given a strong warning in this chapter. They have not followed the law of Moses and have led the people in the wrong direction. Yahweh has not accepted their sacrifices. (See: [[rc://*/tw/dict/bible/kt/priest]] and [[rc://*/tw/dict/bible/kt/lawofmoses]])\n\n### Marital unfaithfulness\n\nBecause the Jews lived under a covenantal arrangement with Yahweh, their relationship is described using the imagery of a marriage. Marital unfaithfulness indicates a person’s unfaithfulness to Yahweh. (See: [[rc://*/tw/dict/bible/kt/covenant]] and [[rc://*/tw/dict/bible/kt/faithful]] and [[rc://*/ta/man/translate/figs-metaphor]])
2:1	j8l1		rc://*/ta/man/translate/grammar-connect-words-phrases	And now	1	See how you translated the same expression in [1:9](../01/09.md).
2:2	k2n6		rc://*/ta/man/translate/figs-explicit	you will not listen	1	In contexts such as this, the word translated as **listen** has the specific sense of complying with what someone has said. Alternate translation: “you will not obey”
2:2	o1q7		rc://*/ta/man/translate/figs-idiom	you will not set {it} upon the heart & you are not setting {this} upon the heart	1	This is an expression that people of this culture would commonly use to mean to take something seriously or to pay attention to it. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “you will not take it seriously … you are not taking this seriously” or “you will not pay attention to it … you are not paying attention to this”
2:2	u4w8		rc://*/ta/man/translate/figs-synecdoche	to my name	1	Yahweh is using one part of himself, his **name**, to mean all of him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “to me”
2:2	v7x3		rc://*/ta/man/translate/figs-metaphor	then I will send a curse upon you	1	Yahweh is speaking as if a **curse** were literally an object that he could **send**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “I will curse you”
2:2	y9z5		rc://*/ta/man/translate/figs-abstractnouns	your blessings	1	If your language does not use an abstract noun for the idea of **blessings**, you could express the same idea in another way. This term could mean: (1) the blessings that the priests spoke to the Israelites. Alternate translation: “I will make ineffective what you say to bless the Israelites” (2) with the sense of “gift,” the portion of the people’s tithes, atonement money, and sacrifices that the priests received. Alternate translation: “I will reduce what the people bring, so that you will receive very few gifts”
2:2	b1c6		rc://*/ta/man/translate/writing-pronouns	I have cursed it	1	Since the pronoun **it** refers back to **blessings**, it may be more natural in your language to use a plural form. Alternate translation: “I have cursed them”
2:3	f3h7		rc://*/ta/man/translate/figs-idiom	Behold me rebuking	1	This is an expression that people of this culture would commonly use to mean that they were about to do something. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “Now I am about to rebuke”
2:3	i7k1		rc://*/ta/man/translate/figs-personification	rebuking the seed	1	The author is speaking of **seed** as if it were a living thing that he could rebuk. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “making your crops fail”
2:3	l9n4		rc://*/ta/man/translate/figs-metaphor	and I will spread dung on your faces & and one will take you away with it	1	Yahweh is speaking as if he would literally **spread dung** on the priests’ faces. This is a vivid way of saying that he will humiliate them. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “I will humiliate you terribly”
2:3	q3s8		rc://*/ta/man/translate/figs-metonymy	the dung of your festivals	1	Yahweh is using the word **dung** by association to mean the entrails of the animals that were sacrificed during festivals. Alternate translation: “the entrails of the animals you sacrifice during festivals”
2:3	u7w1		rc://*/ta/man/translate/writing-pronouns	and one will take you away with it	1	Here, **one** is an indefinite pronoun that does not have a specific referent in the immediate context. If it would be helpful in your language, you could translate this with a different expression that does not use an indefinite pronoun. Alternate translation: “and you will be taken away with it”
2:4	x9z2		rc://*/ta/man/translate/figs-metaphor	I have sent this commandment to you	1	Yahweh is speaking as if his **commandment** were literally an object that he could have **sent**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “I have given you this commandment”
2:4	b3d5		rc://*/ta/man/translate/figs-explicit	for my covenant to be with Levi	1	Yahweh means implicitly that he has given this commandment so that his **covenant** with **Levi** will continue. He says in [3:3](../03/03.md) that he will “purify the sons of Levi” so that they will once again perform their duties “in righteousness.”  You could indicate the meaning here explicitly if it would be helpful to your readers. Alternate translation: “so that my covenant with Levi will continue”
2:4	f7h2		rc://*/ta/man/translate/figs-metonymy	Levi	1	Yahweh is using the name **Levi** by association to mean the priests who descended from that man and who served in the tabernacle and temple in subsequent generations. Alternate translation: “the descendants of Levi who became priests”
2:5	j5l8		rc://*/ta/man/translate/figs-abstractnouns	My covenant was with him, life and peace	1	If your language does not use abstract nouns for the ideas of **life** and **peace**, you could express the same idea in another way. Alternate translation: “I made a covenant with him that made conditions peaceful and allowed people to live”
2:5	n7q1		rc://*/ta/man/translate/grammar-collectivenouns	was with him & to him & and he feared me & he was dismayed	1	Since Yahweh is referring to a group of people, it might be more natural in your language to use the plural form. Alternate translation: “was with them … to them … and they feared me … they were dismayed”
2:5	r1t6		rc://*/ta/man/translate/figs-parallelism	and he feared me, and before my name he was dismayed	1	These two phrases mean basically the same thing. If it would be clearer in your language, you could combine them. Alternate translation: “and he had great reverence for me and my reputation”
2:5	v3x9		rc://*/ta/man/translate/figs-synecdoche	my name	1	Yahweh is using one part of himself, his **name**, to mean all of him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “me”
2:6	y5z8		rc://*/ta/man/translate/grammar-collectivenouns	in his mouth & on his lips & he walked	1	Since Yahweh is referring to a group of people, it might be more natural in your language to use the plural form. Alternate translation: “in the mouths of the earlier priests … on their lips … they walked”
2:6	c1n7		rc://*/ta/man/translate/figs-metonymy	The instruction of truth was in his mouth	1	Yahweh is using the word **mouth** by association to mean what the priests said. Alternate translation: “He spoke the instruction of truth”
2:6	d3f5		rc://*/ta/man/translate/figs-abstractnouns	The instruction of truth was in his mouth	1	If your language does not use an abstract noun for the idea of **truth**, you could express the same idea in another way. Alternate translation: “By what he said, he instructed the people truly”
2:6	a9d2		rc://*/ta/man/translate/figs-idiom	and iniquity was not found on his lips	1	The people of this culture commonly said that something **was … found** to mean that it existed. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “and there was no iniquity on his lips”
2:6	i2h8		rc://*/ta/man/translate/figs-metonymy	and iniquity was not found on his lips	1	Yahweh is using the word **lips** by association to mean what the priests said. Alternate translation: “and there was no iniquity in what he said”
2:6	m4t9		rc://*/ta/man/translate/figs-abstractnouns	and iniquity was not found on his lips	1	If your language does not use an abstract noun for the idea of **iniquity**, you could express the same idea in another way. Alternate translation: “and he did not say things that led people to do what was wrong”
2:6	a7n1		rc://*/ta/man/translate/figs-abstractnouns	In peace and in uprightness	1	If your language does not use abstract nouns for the ideas of **peace** and **uprightness**, you could express the same idea in another way. Alternate translation: “Peacefully and righteously”
2:6	a2k6		rc://*/ta/man/translate/figs-metaphor	he walked with me	1	Yahweh is speaking of how a person lives as if that were literally a path that he would **walk** along. Your language may have a comparable expression that you can use in your translation. You could also use plain language. Alternate translation: “he lived as I want people to live”
2:6	k3l8		rc://*/ta/man/translate/figs-metaphor	he turned many from iniquity	1	Yahweh is speaking as if **iniquity** were literally a place that people could be **turned** away from. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “he influenced many to stop committing iniquity”
2:6	m1j7		rc://*/ta/man/translate/figs-abstractnouns	from iniquity	1	If your language does not use an abstract noun for the idea of **iniquity**, you could express the same idea in another way. Alternate translation: “from doing what is wrong”
2:7	a5n9		rc://*/ta/man/translate/figs-synecdoche	the lips of a priest should guard knowledge	1	Yahweh is using one part of a priest, his **lips**, to mean all of him in the act of speaking. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “a priest, through what he says, should give people better knowledge of how to obey Yahweh”
2:7	s3h2		rc://*/ta/man/translate/figs-metaphor	should guard knowledge	1	Yahweh is speaking as if **knowledge** were literally something that could be **guarded** or protected. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “should preserve and promote knowledge”
2:7	m6t1		rc://*/ta/man/translate/figs-abstractnouns	should guard knowledge	1	If your language does not use an abstract noun for the idea of **knowledge**, you could express the same idea in another way. Alternate translation: “should help people know better how to obey Yahweh”
2:7	a8k4		rc://*/ta/man/translate/writing-pronouns	they should seek	1	The pronoun **they** refers to people in general. It may be helpful to clarify this for your readers. Alternate translation: “people should seek”
2:7	p7n3		rc://*/ta/man/translate/figs-abstractnouns	instruction	1	If your language does not use an abstract noun for the idea of **instruction**, you could express the same idea in another way. Alternate translation: “to be instructed”
2:7	a1j6		rc://*/ta/man/translate/figs-metonymy	from his mouth	1	Yahweh is using the word **mouth** by association to mean what the priest says. Alternate translation: “by what he says”
2:7	o5q2		rc://*/ta/man/translate/figs-123person	{is} the messenger of Yahweh of Armies	1	Yahweh is speaking about himself in the third person. If it would be helpful in your language, you could translate this in the first person. Alternate translation: “is the messenger of me, Yahweh of Armies”
