Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:3	pg4a		rc://*/ta/man/translate/figs-possession	ὁ Πατὴρ τῶν οἰκτιρμῶν καὶ Θεὸς πάσης παρακλήσεως	1	Here, the possessive form describes **mercies** and **all comfort** as coming from God, who is their source. Both **Father** and **God** are the same person. Alternate translation: “the Father who is the source of mercies and the God who is the source of all comfort” (See: [[rc://*/ta/man/translate/figs-possession]])
1:3	tksv		rc://*/ta/man/translate/figs-abstractnouns	ὁ Πατὴρ τῶν οἰκτιρμῶν καὶ Θεὸς πάσης παρακλήσεως	1	If your language does not use abstract nouns for the ideas of **mercies** and **comfort**, you could express the same ideas in another way. Alternate translation: “the Father who is merciful and the God who always comforts his people” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:3	cen3			πάσης παρακλήσεως	1	Here, **all** could refer to: (1) time. Alternate translation: “who always comforts his people” (2) quantity. Alternate translation: “from whom every instance of comforting comes”
1:4	n2lc		rc://*/ta/man/translate/figs-exclusive	παρακαλῶν ἡμᾶς ἐπὶ πάσῃ τῇ θλίψει ἡμῶν	1	Here and continuing through verse 5, the pronouns **us**, **our**, and **we** probably include the Corinthian believers. (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:4	ggj8		rc://*/ta/man/translate/grammar-connect-logic-goal	εἰς τὸ	1	This phrase introduces a purpose clause. Paul is stating the purpose for which God gives us afflictions and then comfort. Use a natural way in your language for introducing a purpose clause. Alternate translation: “in order that” (See: [[rc://*/ta/man/translate/grammar-connect-logic-goal]])
1:4	tl0d		rc://*/ta/man/translate/figs-abstractnouns	ὁ παρακαλῶν ἡμᾶς ἐπὶ πάσῃ τῇ θλίψει ἡμῶν, εἰς τὸ δύνασθαι ἡμᾶς παρακαλεῖν τοὺς ἐν πάσῃ θλίψει	1	If your language does not use abstract nouns for the ideas of **affliction** and **tribulation**, you could express the same ideas in another way. Alternate translation: “the one comforting us whenever people afflict us, so that we are able to comfort others whenever people afflict them” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:4	cxwj		rc://*/ta/man/translate/figs-explicitinfo	διὰ τῆς παρακλήσεως ἧς παρακαλούμεθα αὐτοὶ	1	If your language does not use an abstract noun for the idea of **comfort** or would not use both the noun **comfort** and the verb **comforted** together, you could express the same idea by using only the verb. Alternate translation: “in the same way in which we ourselves are comforted” or “just as we ourselves are comforted” (See: [[rc://*/ta/man/translate/figs-explicitinfo]])
1:4	eh7l		rc://*/ta/man/translate/figs-rpronouns	παρακαλούμεθα αὐτοὶ	1	Paul uses the word **ourselves** to emphasize that we, even though we are weak human beings, can comfort others as God comforted us. Use a way that is natural in your language to indicate this emphasis. Alternate translation: “even we are comforted” (See: [[rc://*/ta/man/translate/figs-rpronouns]])
1:4	hlnx		rc://*/ta/man/translate/figs-activepassive	παρακαλούμεθα αὐτοὶ ὑπὸ τοῦ Θεοῦ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “God comforts even us” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:5	nn5a		rc://*/ta/man/translate/figs-metaphor	ὅτι καθὼς περισσεύει τὰ παθήματα τοῦ Χριστοῦ εἰς ἡμᾶς	1	Here Paul speaks of the **sufferings of Christ** as if they were objects that could increase and move toward him. If it would be helpful in your language, you could express this with a different metaphor or state the meaning plainly. Alternate translation: “For just as people made Christ suffer, they are now making us suffer” (See: [[rc://*/ta/man/translate/figs-metaphor]])
1:5	tg9w		rc://*/ta/man/translate/figs-metaphor	περισσεύει & ἡ παράκλησις ἡμῶν	2	Here Paul speaks of **comfort** as if it were an object that could increase in size. If it would be helpful in your language, you could express this with a different metaphor or you could state the meaning plainly. Alternate translation: “God comforts us abundantly” (See: [[rc://*/ta/man/translate/figs-metaphor]])
1:6	y9bi		rc://*/ta/man/translate/figs-exclusive	εἴτε δὲ θλιβόμεθα	1	Here and through the first half of verse 21, the word **we** and other first-person pronouns refer to Paul and Timothy, but not to the Corinthians. (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:6	bbff			εἴτε δὲ θλιβόμεθα	1	There is no strong contrast here. Rather, Paul continues to talk about suffering and comfort. If it is helpful in your language, you do not need to use a word here that indicates a contrast with what came before. Alternate translation: “If we are afflicted”
1:6	ylw2		rc://*/ta/man/translate/figs-activepassive	εἴτε δὲ θλιβόμεθα	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “But if people afflict us” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:6	pxy2		rc://*/ta/man/translate/grammar-connect-condition-fact	εἴτε δὲ θλιβόμεθα	1	Paul speaks as if this were a hypothetical situation, but he means that it does happen. If your language does not state something as a condition if it is certain or true, and if your readers might misunderstand and think that what Paul is saying is uncertain, then you can translate his words as an affirmative statement. Alternate translation: “When we are afflicted” (See: [[rc://*/ta/man/translate/grammar-connect-condition-fact]])
1:6	gfyd		rc://*/ta/man/translate/figs-abstractnouns	ὑπὲρ τῆς ὑμῶν παρακλήσεως καὶ σωτηρίας	1	If your language does not use abstract nouns for the ideas of **comfort** and **salvation**, you could express the same ideas in another way. Alternate translation: “it is so that you can be comforted and saved” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:6	wyj4		rc://*/ta/man/translate/figs-activepassive	εἴτε παρακαλούμεθα	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “if God comforts us” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:6	ujj7		rc://*/ta/man/translate/grammar-connect-condition-fact	εἴτε παρακαλούμεθα	1	Paul speaks as if this were a hypothetical situation, but he means that it does happen. If your language does not state something as a condition if it is certain or true, and if your readers might misunderstand and think that what Paul is saying is uncertain, then you can translate his words as an affirmative statement. Alternate translation: “when we are comforted” (See: [[rc://*/ta/man/translate/grammar-connect-condition-fact]])
1:6	w94l		rc://*/ta/man/translate/figs-abstractnouns	ὑπὲρ τῆς ὑμῶν παρακλήσεως	2	See how you translated this same phrase earlier in the verse. Alternate translation: “it is so that you can be comforted” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:6	mx46		rc://*/ta/man/translate/figs-abstractnouns	ἐν ὑπομονῇ τῶν αὐτῶν παθημάτων	1	If your language does not use an abstract noun for the idea of **endurance**, you could express the same idea in another way. Alternate translation: “as you endure the same sufferings” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:7	ot4d		rc://*/ta/man/translate/grammar-connect-logic-result	καὶ ἡ ἐλπὶς ἡμῶν βεβαία ὑπὲρ ὑμῶν, εἰδότες ὅτι ὡς κοινωνοί ἐστε τῶν παθημάτων, οὕτως καὶ τῆς παρακλήσεως	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: “Because we know that you share in God's comfort just as much as in the suffering, our hope concerning you is firm” (See: [[rc://*/ta/man/translate/grammar-connect-logic-result]])
1:7	n3nl		rc://*/ta/man/translate/figs-abstractnouns	καὶ ἡ ἐλπὶς ἡμῶν βεβαία ὑπὲρ ὑμῶν	1	If your language does not use an abstract noun for the idea of **hope**, you could express the same idea in another way. Alternate translation: “And we firmly believe that you will endure” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:7	klvm		rc://*/ta/man/translate/figs-explicit	καὶ ἡ ἐλπὶς ἡμῶν βεβαία ὑπὲρ ὑμῶν	1	If your language requires you to specify the content of Paul's **hope**, you can include this information. Alternate translation: “And our hope that you will remain faithful to Jesus is firm” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:7	a4vz		rc://*/ta/man/translate/figs-abstractnouns	οὕτως καὶ τῆς παρακλήσεως	1	If your language does not use an abstract noun for the idea of **comfort**, you could express the same idea in another way. See how you translated this word in verses 5 and 6. Alternate translation: “God will also comfort you” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:7	ca1o		rc://*/ta/man/translate/figs-ellipsis	οὕτως καὶ τῆς παρακλήσεως	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “in the same way you are partakers also of the comfort” (See: [[rc://*/ta/man/translate/figs-ellipsis]])
1:8	jqn8		rc://*/ta/man/translate/figs-doublenegatives	οὐ & θέλομεν ὑμᾶς ἀγνοεῖν	1	If it would be clearer in your language, you could use a positive expression to translate this double negative that consists of the negative particle **not** and the negative word **ignorant**. Alternate translation: “we want you to know” (See: [[rc://*/ta/man/translate/figs-doublenegatives]])
1:8	lgs0		rc://*/ta/man/translate/figs-abstractnouns	ὑπὲρ τῆς θλίψεως ἡμῶν τῆς γενομένης	1	If your language does not use an abstract noun for the idea of **tribulation**, you could express the same idea in another way. Alternate translation: “concerning the time when people caused us to suffer” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:8	pr8a		rc://*/ta/man/translate/figs-metaphor	καθ’ ὑπερβολὴν ὑπὲρ δύναμιν ἐβαρήθημεν	1	Here, Paul is speaking of **tribulation** as if it were a heavy weight that they had to carry. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “we were suffering so much that we thought that we could not endure it” (See: [[rc://*/ta/man/translate/figs-metaphor]])
1:8	gu5b		rc://*/ta/man/translate/figs-activepassive	ὑπερβολὴν & ἐβαρήθημεν	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “it was excessively difficult for us” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:8	t4iy		rc://*/ta/man/translate/grammar-connect-logic-result	ὥστε	1	Here, **so that** introduces the result of what came before. Use a natural way to introduce a result in your language. Alternate translation: “with the result that” (See: [[rc://*/ta/man/translate/grammar-connect-logic-result]])
1:9	lks3		rc://*/ta/man/translate/figs-metaphor	αὐτοὶ ἐν ἑαυτοῖς τὸ ἀπόκριμα τοῦ θανάτου ἐσχήκαμεν	1	Paul is comparing the certainty of death that they experienced to that of someone who receives a **sentence of death**, that is, an order from a judge that he must be executed. Alternate translation: “we were as sure of our own deaths as someone is who is condemned to die” (See: [[rc://*/ta/man/translate/figs-metaphor]])
1:9	dttx		rc://*/ta/man/translate/grammar-connect-logic-goal	ἵνα	1	Here the connecting words **so that** introduce a goal or purpose relationship. The purpose that God had for Paul and his companions to feel that they would die is for them to trust in God. Use a connector in your language that makes it clear that this is the purpose. (See: [[rc://*/ta/man/translate/grammar-connect-logic-goal]])
1:9	i7up		rc://*/ta/man/translate/figs-ellipsis	ἀλλ’ ἐπὶ τῷ Θεῷ	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “but instead, we would be trusting in God” (See: [[rc://*/ta/man/translate/figs-ellipsis]])
1:9	bu2y		rc://*/ta/man/translate/figs-idiom	τῷ ἐγείροντι τοὺς νεκρούς	1	Here, **raising the dead** is an idiom for causing someone who has died to become alive again. Alternate translation: “who causes the dead to live again” (See: [[rc://*/ta/man/translate/figs-idiom]])
1:10	x4kh		rc://*/ta/man/translate/figs-metonymy	τηλικούτου θανάτου	1	Here, **so great a death** represents the terrible persecution that Paul and his companions were experiencing and that they were convinced would end in death. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “the jaws of death” or “such a deadly danger” (See: [[rc://*/ta/man/translate/figs-metonymy]])
1:10	eitn		rc://*/ta/man/translate/figs-explicit	καὶ ῥύσεται	1	The implication is that God will rescue Paul and his companions from similar dangerous situations in the future. You can include this information if that would be helpful to your readers. Alternate translation: “and whenever we are in danger, God will rescue us” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:10	c2xx		rc://*/ta/man/translate/figs-abstractnouns	εἰς ὃν ἠλπίκαμεν	1	If your language does not use an abstract noun for the idea of **hope**, you could express the same idea in another way. Alternate translation: “we trust God” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:11	q17d		rc://*/ta/man/translate/figs-abstractnouns	ὑπὲρ ἡμῶν τῇ δεήσει	1	If your language does not use an abstract noun for the idea of **supplication**, you could express the same idea in another way. Alternate translation: “by praying to God for us” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:11	xftq		rc://*/ta/man/translate/grammar-connect-logic-goal	ἵνα	1	The connecting words **so that** introduce a goal or purpose relationship. Paul presents the purpose of the Corinthians praying for him to be that many people will be thanking God. Use a connector in your language that makes it clear that this is the purpose. (See: [[rc://*/ta/man/translate/grammar-connect-logic-goal]])
1:11	h0u2		rc://*/ta/man/translate/figs-activepassive	ἵνα ἐκ πολλῶν προσώπων & εὐχαριστηθῇ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “so that many faces may give thanks to God” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:11	oskx		rc://*/ta/man/translate/figs-synecdoche	ἐκ πολλῶν προσώπων	1	Paul is using **faces** to represent people. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “from the lips of many” or “from many people” (See: [[rc://*/ta/man/translate/figs-synecdoche]])
1:11	bmze		rc://*/ta/man/translate/figs-abstractnouns	τὸ εἰς ἡμᾶς χάρισμα	1	This **gracious gift** is something that God will do for Paul and his companions in the future in answer to many people's prayers. If your language does not use an abstract noun for the idea of **gift**, you could express the same idea in another way. Alternate translation: “because God will have graciously given us what we needed” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:11	dptz		rc://*/ta/man/translate/figs-ellipsis	διὰ πολλῶν	1	Here Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the ideas earlier in the sentence if it would be clearer in your language. Alternate translation: “through the prayers of many people” (See: [[rc://*/ta/man/translate/figs-ellipsis]])
1:12	kqv3		rc://*/ta/man/translate/figs-exclusive	ἡμῶν & ἡμῶν & ἀνεστράφημεν	1	# General Information:\n\nIn these verses Paul uses the words **our**, **we**, and **ourselves** to refer to himself and Timothy and possibly others who serve with them. These words do not include the people he is writing to. (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:12	r9p8			ἡ γὰρ καύχησις ἡμῶν αὕτη ἐστίν	1	The word **boasting** here is used in the positive sense of wanting to tell others your feeling of great satisfaction and joy in doing something well. Alternate translation: “This is something that we feel very good about”
1:12	c7mu		rc://*/ta/man/translate/figs-personification	τὸ μαρτύριον τῆς συνειδήσεως ἡμῶν	1	Here, Paul speaks of his **conscience** as if it were a person who could testify. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “we know by our conscience” (See: [[rc://*/ta/man/translate/figs-personification]])
1:12	hs5l		rc://*/ta/man/translate/figs-abstractnouns	τὸ μαρτύριον τῆς συνειδήσεως ἡμῶν	1	If your language does not use abstract nouns for the ideas of **testimony** and **conscience**, you could express the same ideas in another way. Alternate translation: “our hearts tell us it is true” or “we are sure of it within ourselves” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:12	xxc3		rc://*/ta/man/translate/figs-rpronouns	ἀνεστράφημεν	1	The phrase **we controlled ourselves** means that Paul and his companions controlled their own actions. Use a way that is natural in your language to indicate this idea. Alternate translation: “we acted” (See: [[rc://*/ta/man/translate/figs-rpronouns]])
1:12	c2z9		rc://*/ta/man/translate/figs-synecdoche	ἐν τῷ κόσμῳ	1	Paul is using **the world** to represent people who live in the world, that is, people in general. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “among everyone” (See: [[rc://*/ta/man/translate/figs-synecdoche]])
1:12	nc7o		rc://*/ta/man/translate/figs-abstractnouns	ἐν ἁγιότητι καὶ εἰλικρινείᾳ τοῦ Θεοῦ	1	If your language does not use abstract nouns for the ideas of **holiness** and **sincerity**, you could express the same ideas in another way. Alternate translation: “as people whom God empowers to obey him and to be honest” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:12	c1bd		rc://*/ta/man/translate/figs-metonymy	οὐκ ἐν σοφίᾳ σαρκικῇ	1	Here, **fleshly** represents what is natural and human as opposed to what is spiritual and godly. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “not according to natural human wisdom” (See: [[rc://*/ta/man/translate/figs-metonymy]])
1:12	qej6		rc://*/ta/man/translate/figs-abstractnouns	οὐκ ἐν σοφίᾳ σαρκικῇ	1	If your language does not use an abstract noun for the idea of **wisdom**, you could express the same idea in another way. Alternate translation: “not according to what people naturally think is wise” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:12	ieqv		rc://*/ta/man/translate/figs-abstractnouns	ἐν χάριτι Θεοῦ	1	If your language does not use an abstract noun for the idea of **grace**, you could express the same idea in another way. Alternate translation: “according to what God tells us to do because he loves us” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:13	c6t4		rc://*/ta/man/translate/grammar-connect-words-phrases	γὰρ	1	The word translated as **For** here connects this verse to the previous one as evidence that supports the claim that Paul made in the previous verse. Use a natural form in your language for connecting this evidence to the previous statement. Alternate translation: “You see,” or “As you know,” (See: [[rc://*/ta/man/translate/grammar-connect-words-phrases]])
1:13	h2f4		rc://*/ta/man/translate/writing-politeness	γράφομεν	1	Here Paul may be referring to himself with the plural pronoun **we** to show that he is only part of a group. If it would be clearer for your readers, you could use the singular “I” here instead, as later in the verse. Alternate translation: “I write” (See: [[rc://*/ta/man/translate/writing-politeness]])
