Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	yiq7		rc://*/ta/man/translate/figs-gendernotations	אָדָ֗ם	1	Although the word translated **A man** is masculine, it has a generic sense that refers to any person who approaches the tent to make a sacrifice. Alternate translation: “A person” or “Someone”
1:2	gmsf		rc://*/ta/man/translate/figs-yousingular	מִ⁠כֶּ֛ם 	1	The word **you** here is plural. The word applies to the entire Israelite community. Use the plural form in your translation if your language marks that distinction.
1:2	dlfh		rc://*/ta/man/translate/writing-poetry	אָדָ֗ם כִּֽי־יַקְרִ֥יב מִ⁠כֶּ֛ם קָרְבָּ֖ן לַֽ⁠יהוָ֑ה	1	The word **offer** translates a verb that is related to the noun translated **offering**.  The repetition of related words adds emphasis to the statement. If your language can repeat words for emphasis, it would be appropriate to use that construction here in your translation.
1:2	kqu4		rc://*/ta/man/translate/figs-genericnoun	הַ⁠בְּהֵמָ֗ה & הַ⁠בָּקָר֙  & הַ⁠צֹּ֔אן 	1	 The expressions **the livestock**, **the cattle**, and **the flock** do not refer to specific groups of animals. They describe any groups of animals that an Israelite might own. Express this in the way that would be most natural in your language. Alternate translation: “his livestock … his cattle … his flock”
1:2	uwp3		rc://*/ta/man/translate/translate-unknown	מִן־הַ⁠בְּהֵמָ֗ה	1	The word translated **livestock** refers generally to land animals as opposed to birds or fish. In the context of Leviticus, it refers specifically to domesticated bovines, sheep, goats, and all other animals used for commercial and agrarian purposes, including work and food. If your readers would not be familiar with these animals, you could use a general expression in your translation. Alternate translation: “from the animals he is raising”
1:2	fp0a		rc://*/ta/man/translate/translate-unknown	מִן־הַ⁠בָּקָר֙	1	The word translated **cattle** refers to a subgroup of the word translated **livestock**. It describes a group of bovines—whether cows, bulls, or oxen. If your readers would not be familiar with these animals, you could use a general expression in your translation. Alternate translation: “either from his cows”
1:2	zd59		rc://*/ta/man/translate/translate-unknown	וּ⁠מִן־הַ⁠צֹּ֔אן	1	The word translated **flock** refers to a subgroup of the word translated **livestock**. It describes a group of sheep or goats. If your readers would not be familiar with these animals, you could use a general expression in your translation. Alternate translation: “or from his sheep or goats”
1:2	a09b			תַּקְרִ֖יבוּ	1	Alternate translation: “you must present”
1:3	bgfy		rc://*/ta/man/translate/figs-reduplication	קָרְבָּנ⁠וֹ֙ & יַקְרִיבֶ֑⁠נּוּ & יַקְרִ֣יב	1	Here, a verb and its object come from the same root. The ULT translates with the noun **offering** and the verb **present**. Your language may have comparable terms that you can use in your own translation.
1:3	dek9		rc://*/ta/man/translate/figs-123person	זָכָ֥ר תָּמִ֖ים יַקְרִיבֶ֑⁠נּוּ	1	Alternate translation: “you should present a perfect male”
1:3	tdgu		rc://*/ta/man/translate/figs-explicit	זָכָ֥ר תָּמִ֖ים	1	As the General Introduction to Leviticus discusses, the phrase **a perfect male** here refers to a male bovine that is an exemplary representative of its species. Alternate translation: “an unblemished male” or "a male without blemish"
1:3	ds3f		rc://*/ta/man/grammar-connect-logic-result	זָכָ֥ר תָּמִ֖ים יַקְרִיבֶ֑⁠נּוּ אֶל־פֶּ֝תַח אֹ֤הֶל מוֹעֵד֙ יַקְרִ֣יב אֹת֔⁠וֹ לִ⁠רְצֹנ֖⁠וֹ לִ⁠פְנֵ֥י יְהוָֽה	1	The word translated **for** indicates the result of offering a sacrifice in the manner prescribed here. If it would be more natural in your language, you could put the last of these phrases first, since the last phrase gives the reason for the actions that the first two phrases describe. Alternate translation: “in order for Yahweh to consider the offering acceptable, he will present a perfect male at the entrance of the tent of meeting”\n
1:3	l23i		rc://*/ta/man/translate/figs-explicit	לִ⁠רְצֹנ֖⁠וֹ	1	The word translated **its** could refer to: (1) the offering. Alternate translation: “for the acceptance of the sacrifice” or (2) the worshiper. Alternate translation: “for the acceptance of the one offering the sacrifice”
1:3	wwof		rc://*/ta/man/translate/figs-metaphor	לִ⁠פְנֵ֥י יְהוָֽה	1	As the General Introduction to Leviticus discusses, in contexts such as this, the expression **to the face of Yahweh** means “where Yahweh can see” and, by extension, “from Yahweh’s perspective” or “in Yahweh’s judgment.” Alternate translation: “from Yahweh’s perspective” or “in Yahweh's judgment” or “before Yahweh”
1:4	n7j5		rc://*/ta/man/translate/translate-symaction	וְ⁠סָמַ֣ךְ יָד֔⁠וֹ עַ֖ל רֹ֣אשׁ הָ⁠עֹלָ֑ה	1	This is a symbolic action that identifies the person with the animal he is offering. The implication seems to be that the person is ritually placing his sins on the sacrificial animal so that God will forgive the sins when the animal is sacrificed.
1:4	el3u		rc://*/ta/man/translate/figs-activepassive	וְ⁠נִרְצָ֥ה	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “And Yahweh will accept it”
1:4	mygh		rc://*/ta/man/grammar-connect-logic-goal	לְ⁠כַפֵּ֥ר עָלָֽי⁠ו	1	The words **in order to** introduce the purpose of laying hands on the sacrificial animal. Use an expression in your language that makes it clear that what follows is the purpose. 
1:4	rvk3		rc://*/ta/man/translate/figs-metaphor	 לְ⁠כַפֵּ֥ר עָלָֽי⁠ו	1	The word translated **atonement** may have originally indicated either the “covering” or the “wiping away” of sin. Either way, by the time of Leviticus it indicated that the sacrifice would be accepted in order to restore the relationship between the worshiper and Yahweh that had been damaged or defiled by sin. Consider using a word or phrase that coveys this idea effectively in your language. Alternative translation: “to restore him to relationship with Yahweh”
1:5	bs53		rc://*/ta/man/translate/figs-idiom	אֶת־בֶּ֥ן הַ⁠בָּקָ֖ר	1	The expression **son of** describes a person or animal that shares the essential qualities of something. Here the phrase describes this animal as **the son of the cattle** because it is a male animal that shares the distinguishing qualities characteristics of the class of bovines. If it would be helpful to your readers, you could use an equivalent idiom from your language or state the meaning plainly. Alternate translation: “the bull” or “the bovine”
1:5	fgym			 לִ⁠פְנֵ֣י יְהוָ֑ה	1	Alternate translation: “in the presence of Yahweh” or “within the sacred precincts of the tent of meeting where Yahweh lives among the Israelites”
1:5	sudx		rc://*/ta/man/translate/figs-metaphor	בְּנֵ֨י אַהֲרֹ֤ן	1	As the General Introduction to Leviticus discusses, at the time when Yahweh spoke to Moses from the tent of meeting, the priests literally were **the sons of Aaron**. But the instructions in the book also applied to future generations, when the term “sons” would be a way of referring to the priests as Aaron's “descendants” (with the exception of Leviticus chs. 8–10). Here and throughout the book, if it would be clearer in your language, in your translation you could generally use that term, which would apply to both the original priests and to their successors. 
1:5	qcc2		rc://*/ta/man/translate/figs-explicit	וְ֠⁠הִקְרִיבוּ בְּנֵ֨י אַהֲרֹ֤ן הַֽ⁠כֹּֽהֲנִים֙ אֶת־ הַ⁠דָּ֔ם	1	It is implied that **the priests** would catch **the blood** in a bowl as it drained out of the animal. Then they would bring the bowl with the blood in it and present it to Yahweh at the altar. If this would not be clear in your language, you could supply this information, here and in later instances in the book. Alternative translation: “And after catching the blood as it drains from the animal, the sons of Aaron, the priests, will present the blood”
1:5	d5hh		rc://*/ta/man/translate/translate-symaction	וְ⁠זָרְק֨וּ אֶת־הַ⁠דָּ֤ם עַל־הַ⁠מִּזְבֵּ֨חַ֙ סָבִ֔יב אֲשֶׁר־פֶּ֖תַח אֹ֥הֶל מוֹעֵֽד	1	Splashing **the blood** on the sides of **the altar** is a symbolic action. The blood of the animal, being its life (see [Leviticus 17:11](../17/11.md)), was given by God to purify ritually and to remove sin. Here, the blood is splashed against the side of the altar to keep it free from sin. If this would not be clear to your readers, you could explain the significance of this action in the text or in a footnote here and in subsequent instances in the book. Alternate translation: “and they will splash the blood all around on the holy altar that is at the entrance of the tent of meeting in order to keep the altar clean from sin”
1:6	u7di		rc://*/ta/man/translate/figs-pronouns	וְ⁠הִפְשִׁ֖יט	1	The pronoun **he** refers to the person making the offering. If it would be helpful to your readers, you could make the subject explicit. You could also keep using a second-person pronoun if you have been doing that. Alternate translation: “And the one offering the sacrifice will skin” or, using the second-person, “You will skin”
1:6	cshr		rc://*/ta/man/translate/figs-explicit	וְ⁠נִתַּ֥ח אֹתָ֖⁠הּ לִ⁠נְתָחֶֽי⁠הָ	1	The author of Leviticus assumes his audience will know what portions of the animal constituted **its pieces**. These would have included, but perhaps not have been limited to, the legs and entrails, as [1:9](../01/09.md) suggests. If the phrase **its pieces** would not be clear in your context, consider listing what pieces these are. Alternate translation: “and he will cut it into its appropriate portions by removing the legs and entrails”
1:7	tm1b		rc://*/ta/man/figs-idiom	וְ֠⁠נָתְנוּ בְּנֵ֨י אַהֲרֹ֧ן הַ⁠כֹּהֵ֛ן אֵ֖שׁ עַל־הַ⁠מִּזְבֵּ֑חַ	1	The expression to **give fire on the altar** means “to light a fire on top of the altar.” It may mean that the priests were to place hot coals on the altar and perhaps kindling, on top of which they would place the wood. If the phrase **give fire** does not have that meaning in your language, you could use an expression in your language that does have that meaning or state the meaning plainly. Alternate translation: “And the sons of Aaron the priest will light a fire on top of the altar”
