Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	br10		rc://*/ta/man/translate/figs-exclamations	ἰδοὺ	1	Here, the word **Behold** draws the attention of the audience and asks them to listen carefully. If it would be helpful in your language, you could express **Behold** with a word or phrase that asks the audience to listen, or you could draw the audience’s attention in another way. Alternate translation: “See” or “Pay attention”
1:2	gu7i		rc://*/ta/man/translate/figs-idiom	πρὸ προσώπου σου	1	Here, the phrase **before your face** means before or in front of the person. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “in front of you” or “before I send you”
1:2	kl12		rc://*/ta/man/translate/figs-metaphor	κατασκευάσει τὴν ὁδόν σου	1	Here the author of the quotation speaks of helping people to get ready for the coming of the Messiah as if it were preparing the **way** or road for the Messiah. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “will help people get ready for you to arrive”
1:3	cf0e		rc://*/ta/man/translate/figs-synecdoche	φωνὴ βοῶντος	1	The author of the quotation is using **voice** to represent a person speaking. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “a person calling out” or “someone calling out”
1:3	lkm3		rc://*/ta/man/translate/writing-quotations	βοῶντος ἐν τῇ ἐρήμῳ,	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “of one calling out in the wilderness and saying” or “of one calling out in the wilderness, declaring”
1:3	dqi9		rc://*/ta/man/translate/figs-quotesinquotes	ἐν τῇ ἐρήμῳ, ἑτοιμάσατε τὴν ὁδὸν Κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. If you do, you will need to delete the single quotation mark at the end of this quotation. Alternate translation: “the wilderness that people must make ready the way of the Lord, that they must make his paths straight”
1:3	v3n3		rc://*/ta/man/translate/figs-parallelism	ἑτοιμάσατε τὴν ὁδὸν Κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if it would be helpful to your readers, you could connect the phrases with a connecting word in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “Make ready the way of the Lord, yes, make his paths straight”
1:3	peh5		rc://*/ta/man/translate/figs-metaphor	ἑτοιμάσατε τὴν ὁδὸν Κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ	1	Here the author of the quotation speaks as if people should build or maintain roads for **the Lord** to travel on as he comes to visit his people. He means that people need to be living and acting in proper ways when **the Lord** appears to his people. If it would be helpful in your language, you could express the metaphor in simile form or state the meaning plainly. Alternate translation: “Live and behave in a way that pleases God, as if you were making a road ready for him to travel on”
1:3	tz2g		rc://*/ta/man/translate/figs-yousingular	ἑτοιμάσατε & ποιεῖτε	1	Because the person who is **crying out** is speaking to many people, the commands **Make ready** and **make** are plural.
1:4	pmse		rc://*/ta/man/translate/figs-explicit	ἐγένετο Ἰωάννης, ὁ βαπτίζων ἐν τῇ ἐρήμῳ, καὶ κηρύσσων	1	Here, the phrase translated **the one baptizing** could be: (1) a description of what John did, in parallel with the word **preaching**. Alternate translation: “John came. He was baptizing in the wilderness and preaching” (2) a title (“the Baptist”) that people called **John**. Alternate translation: “John the Baptist came in the wilderness, preaching”
1:4	je3t		rc://*/ta/man/translate/writing-participants	ἐγένετο Ἰωάννης	1	This phrase introduces a new character into the story. If your language has an expression of its own that serves this purpose, you could use it here. Alternate translation: “There was a man named John” or “A man called John appeared”
1:4	q9np		rc://*/ta/man/translate/figs-quotations	κηρύσσων βάπτισμα μετανοίας εἰς ἄφεσιν ἁμαρτιῶν	1	It may be more natural in your language to have a direct quotation here. Alternate translation: “preaching, ‘Receive a baptism of repentance for forgiveness of sins.’”
1:4	s05n		rc://*/ta/man/translate/figs-explicit	κηρύσσων βάπτισμα μετανοίας	1	Here Mark implies that John was **preaching** that people should undergo **a baptism of repentance**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “preaching that people should receive a baptism of repentance” or “preaching that people should ask to receive a baptism of repentance”
1:4	dtqv		rc://*/ta/man/translate/figs-abstractnouns	βάπτισμα μετανοίας εἰς ἄφεσιν ἁμαρτιῶν	1	If your language does not use abstract nouns for the ideas behind **repentance** and **forgiveness**, you could express the same ideas in another way. Alternate translation: “that people should be baptized to show that they had repented, so that their sins would be forgiven”\n
1:4	vz74		rc://*/ta/man/translate/figs-possession	βάπτισμα μετανοίας	1	Here, Mark is using the possessive form to describe a **baptism** that shows or expresses **repentance**. If this is not clear in your language, you could express the idea in another way. Alternate translation: “a baptism that expresses repentance” or “a baptism that demonstrates repentance”
1:4	p86z		rc://*/ta/man/translate/grammar-connect-logic-goal	εἰς ἄφεσιν ἁμαρτιῶν	1	Here, the phrase **for the forgiveness of sins** indicates the goal of the **baptism of repentance**. If it would be helpful in your language, you could use a different word or phrase that indicates the goal of an action. Alternate translation: “that would lead to forgiveness of sins”
1:5	cf75		rc://*/ta/man/translate/figs-hyperbole	πᾶσα ἡ Ἰουδαία χώρα καὶ οἱ Ἱεροσολυμεῖται πάντες	1	Mark twice writes **all** as a generalization for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “most of the Judea region and most of the Jerusalemites”
1:5	u9yg		rc://*/ta/man/translate/figs-synecdoche	πᾶσα ἡ Ἰουδαία χώρα	1	Here, the phrase **all the Judea region** represents the people who live in that area. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “all the inhabitants of the Judea region”
1:5	pgyh		rc://*/ta/man/translate/figs-go	ἐξεπορεύετο	1	In a context such as this, your language might say “coming” instead of **going**. Alternate translation: “were coming out”
1:5	b9u4		rc://*/ta/man/translate/grammar-connect-time-sequential	ἐβαπτίζοντο ὑπ’ αὐτοῦ ἐν τῷ Ἰορδάνῃ ποταμῷ, ἐξομολογούμενοι τὰς ἁμαρτίας αὐτῶν	1	Here the people were **confessing their sins** before they **were being baptized**. If it would be helpful in your language, you could rearrange the elements so that these events are in sequential order, or you could use another form to indicate the sequence. Alternate translation: “confessing their sins, they were being baptized by him in the Jordan River” or “were being baptized by him in the Jordan River after they confessed their sins”
1:5	h8h7		rc://*/ta/man/translate/figs-activepassive	ἐβαπτίζοντο ὑπ’ αὐτοῦ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “he was baptizing them”
1:5	yezj		rc://*/ta/man/translate/figs-explicit	ἐξομολογούμενοι	1	Here it is the people who are **confessing**, not John. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “as they confessed”
1:6	n3rk		rc://*/ta/man/translate/writing-background	καὶ & ὁ Ἰωάννης	1	Here Mark uses the word **And** to introduce background information that will help readers understand what happens next. The word does not introduce another event in the story. This background information is found in [1:6–8](../01/06.md). Use a natural form in your language for introducing background information. Alternate translation: “Concerning this John, he”
1:6	kyy3		rc://*/ta/man/translate/figs-activepassive	ἦν & ἐνδεδυμένος	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “clothed himself with”
1:6	j141		rc://*/ta/man/translate/figs-explicit	ἦν & ἐνδεδυμένος τρίχας καμήλου	1	Here Mark implies that John wore clothes made from **camel hair**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “wore clothing made from the hair of camels”
1:6	h518		rc://*/ta/man/translate/translate-unknown	ζώνην δερματίνην	1	A **leather belt** is a thin strap made out of animal skin that holds clothing in place. If your readers would not be familiar with this type of clothing, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “an animal skin strap” or “a band made from animal skin”
1:7	p7tl		rc://*/ta/man/translate/writing-quotations	λέγων	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and he said”
1:7	bk1j		rc://*/ta/man/translate/figs-metaphor	ἔρχεται & ὀπίσω μου	1	Here John speaks as if someone is walking behind him. He means that soon someone will continue what he has started doing. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “will preach after I have preached”
1:7	x7iz		rc://*/ta/man/translate/translate-tense	ἔρχεται	1	Here John uses the present tense to refer to something that will certainly happen in the future. If it would be helpful in your language, you could use the future tense here. Alternate translation: “will come”
1:7	g8fw		rc://*/ta/man/translate/figs-explicit	οὐκ εἰμὶ ἱκανὸς, κύψας λῦσαι τὸν ἱμάντα τῶν ὑποδημάτων αὐτοῦ	1	Here, **to untie the strap** of someone’s **sandals** was a duty of a slave. John means that he is not worthy to be a slave to this person who is **coming after** him. If it would be helpful to your readers, you could make that idea more explicit. Alternate translation: “I am not worthy to be the slave who, stooping down, unties the strap of his sandals” or “I am not worthy to act as his slave”
1:7	lyjx		rc://*/ta/man/translate/figs-explicitinfo	ἱκανὸς, κύψας λῦσαι	1	The expression **stooping down** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “worthy to untie”
1:7	nnbj		rc://*/ta/man/translate/translate-unknown	λῦσαι τὸν ἱμάντα τῶν ὑποδημάτων αὐτοῦ	1	In Jesus’ culture, people wore **sandals** on their feet by tying them on with a **strap**. To take off the **sandals**, someone had to **untie the strap**. If it would be helpful in your language, you could state more explicitly what it means **to untie the strap**, or you could use a more general term. Alternate translation: “to help him remove his sandals by untying the strap” or “to remove his sandals”
1:8	rtdf		rc://*/ta/man/translate/translate-tense	ἐβάπτισα	1	Here John could be using the past tense: (1) to refer generally to how he baptizes people. Alternate translation: “always baptize” (2) to refer specifically to how he just baptized some people. Alternate translation: “I have baptized”
1:8	ghzs		rc://*/ta/man/translate/figs-yousingular	ὑμᾶς	-1	Since John is speaking to many people, the word **you** is plural throughout this verse.
1:8	e4qi		rc://*/ta/man/translate/figs-metaphor	αὐτὸς δὲ βαπτίσει ὑμᾶς ἐν Πνεύματι Ἁγίῳ	1	Here John indicates that the one coming after him will cause people to experience **the Holy Spirit**, just as John caused people to experience **water** in baptism. If possible, preserve the baptism metaphor or express the idea in simile form. Alternate translation: “but he will baptize you, as it were, with the Holy Spirit” or “and he also will perform something like baptism, but he will use the Holy Spirit”
1:8	r1j9		rc://*/ta/man/translate/grammar-connect-logic-contrast	δὲ	1	Here, the word **but** introduces what the one coming after John will use for baptism in contrast to what John uses. If it would be helpful in your language, you could use a different word or phrase that introduces a contrast. Alternate translation: “and, in contrast,”
1:9	u65k		rc://*/ta/man/translate/writing-newevent	καὶ ἐγένετο	1	The phrase **And it happened that** marks the beginning of a new event in the story. Use a natural form in your language for introducing a new event. Alternate translation: “Then,” or “Next,”
1:9	arc9		rc://*/ta/man/translate/figs-idiom	ἐν ἐκείναις ταῖς ἡμέραις	1	Here, Matthew uses the term **days** to refer to a particular period of time. If it would be helpful in your language, you could use a different word or phrase that identifies a particular period of time. Alternate translation: “during that time”
1:9	y8ea		rc://*/ta/man/translate/figs-explicit	ἐν ἐκείναις ταῖς ἡμέραις	1	The phrase **those days** refers to the time period when John was preaching and baptizing people at the Jordan River. If it would be helpful in your language, you could state it more clearly. Alternate translation: “John was preaching and baptizing people when”
1:9	zv8t		rc://*/ta/man/translate/figs-go	ἦλθεν	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “went”
1:9	gi39		rc://*/ta/man/translate/figs-activepassive	ἐβαπτίσθη & ὑπὸ Ἰωάννου	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “John baptized him”
1:10	stwh		rc://*/ta/man/translate/figs-explicit	εὐθὺς ἀναβαίνων ἐκ τοῦ ὕδατος, εἶδεν	1	Here, the word **immediately** indicates that as soon as John baptized Jesus, Jesus **saw the heavens being split open** as he was **coming up out of the water**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “right away, as he was coming up out of the water, he saw”
1:10	jeof		rc://*/ta/man/translate/figs-explicit	ἀναβαίνων ἐκ τοῦ ὕδατος	1	Here Mark implies that Jesus was in the Jordan River when he was baptized. Afterwards, he came up out of the river. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “leaving the water of the river” or “stepping out of the river”
1:10	vxaa		rc://*/ta/man/translate/figs-go	ἀναβαίνων & καταβαῖνον	1	In contexts such as these, your language might say “going” instead of **coming**. Alternate translation: “going up … going down”
1:10	d9zr		rc://*/ta/man/translate/figs-explicit	εἶδεν σχιζομένους τοὺς οὐρανοὺς, καὶ	1	Here Mark is referring to a phenomenon in which heaven and earth are connected in a special way so that someone or something can move from one place to the other. Jesus was able to see this happening. If it would be helpful in your language, you could state more explicitly what it means for the heavens to be **split open**. Alternate translation: “he could see the heavens being split open to connect heaven and earth, and he saw” or “he saw the entrance to the heavens opening and”
1:10	n8sg		rc://*/ta/man/translate/figs-activepassive	σχιζομένους τοὺς οὐρανοὺς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “the heavens splitting open” or “God splitting the heavens open”
1:10	m5f6		rc://*/ta/man/translate/figs-simile	τὸ Πνεῦμα ὡς περιστερὰν καταβαῖνον ἐπ’ αὐτόν	1	The phrase **like a dove** could mean: (1) the Spirit looked like a dove as he was **coming down** upon Jesus. Alternate translation: “the Spirit coming down on him, looking like a dove” (2) the Spirit descended upon Jesus as a dove descends from the sky toward the ground. Alternate translation: “the Spirit coming down on him as a dove comes down to earth”
1:10	c7c9		rc://*/ta/man/translate/figs-explicit	καταβαῖνον ἐπ’ αὐτόν	1	Here Mark implies that **the Spirit** came down from **the heavens**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “coming down on him from the heavens”
1:11	jh9m		rc://*/ta/man/translate/figs-synecdoche	φωνὴ ἐγένετο	1	Mark is using **voice** to represent the person who is speaking, which is God the Father. If it would be helpful in your language, you could use an comparable expression or state the meaning plainly. Alternate translation: “a person spoke” or “God the Father spoke”
1:11	s6f4		rc://*/ta/man/translate/guidelines-sonofgodprinciples	ὁ Υἱός μου ὁ ἀγαπητός	1	**Son** is an important title for Jesus that describes his relationship with God the Father.
1:11	l2j2		rc://*/ta/man/translate/figs-activepassive	ὁ Υἱός & ὁ ἀγαπητός	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Son, whom I love”
1:11	ogiw		rc://*/ta/man/translate/figs-activepassive	ἐν σοὶ εὐδόκησα	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “You please me”
1:12	mh8n		rc://*/ta/man/translate/writing-newevent	καὶ εὐθὺς	1	Here, the phrase **And immediately** introduces the next major event in the story. Mark implies that this event began soon after the event he just finished narrating. If it would be helpful in your language, you could use a word or phrase that introduces the next event. Alternate translation: “Soon after that”
1:12	yv6v		rc://*/ta/man/translate/figs-metaphor	αὐτὸν ἐκβάλλει	1	Here Mark speaks as if **the Spirit** physically picked up Jesus and **casts him out** into the wilderness. He means that **the Spirit** compelled Jesus to go to the wilderness, although he did not force Jesus to go against his will. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “compels him to go” or “leads him out”
1:13	k2kt		rc://*/ta/man/translate/figs-activepassive	πειραζόμενος ὑπὸ τοῦ Σατανᾶ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “and Satan was tempting him”
1:13	siu3			ἦν μετὰ τῶν θηρίων	1	Alternate translation: “Jesus was living among the wild animals”
1:14	sp0r		rc://*/ta/man/translate/writing-newevent	δὲ	1	Here, the word **But** introduces the next major event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **But** untranslated. Alternate translation: “Then,”
1:14	q12s		rc://*/ta/man/translate/figs-activepassive	μετὰ & τὸ παραδοθῆναι τὸν Ἰωάννην	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context (see [6:17–29](../06/17.md)) that it was the soldiers of King Herod Antipas, the ruler of **Galilee**. Alternate translation: “after soldiers handed John over to the authorities” or “after the king of Galilee arrested John”
1:14	lzry		rc://*/ta/man/translate/figs-explicit	ἦλθεν & εἰς τὴν Γαλιλαίαν	1	Here Mark implies that Jesus was going back **to Galilee**, since he had originally come from there to meet John (see [1:9](../01/09.md)). If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “came to Galilee again” or “returned to Galilee”
1:14	ys3b		rc://*/ta/man/translate/figs-go	ἦλθεν	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “went”
1:14	ns6b		rc://*/ta/man/translate/figs-possession	τὸ εὐαγγέλιον τοῦ Θεοῦ	1	Here, Mark is using the possessive form to describe a **gospel** that relates to **God**. More specifically, the **gospel** could: (1) come from **God**. Alternate translation: “the gospel that came from God” (2) be about **God**. Alternate translation: “the gospel about God”
1:15	rhom		rc://*/ta/man/translate/writing-quotations	καὶ λέγων	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and he said”
1:15	fzq5		rc://*/ta/man/translate/figs-idiom	πεπλήρωται ὁ καιρὸς	1	When **time has been fulfilled**, that means that it is now the moment that God has appointed for something to happen. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “The time that God appointed has arrived” or “The time is right”
1:15	quab		rc://*/ta/man/translate/figs-activepassive	πεπλήρωται ὁ καιρὸς	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “The time has come” or “The time is here”
