Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:6	bd4f		rc://*/ta/man/translate/figs-idiom	ק֚וּם	1	This is a command to begin some activity, which is named in the sentence following this word. If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. See how you translated this idiom in [1:2](../01/02.md) and [1:3](../01/03.md). In this verse, the captain is telling Jonah to pray to his god. Because Jonah was lying down, the captain may also be telling Jonah literally to stand up.
1:6	k7a5		rc://*/ta/man/translate/figs-idiom	קְרָ֣א אֶל־אֱלֹהֶ֔י⁠ךָ	1	To **Cry out to** someone means to loudly ask him for help. Alternate translation: “Pray to your god”
1:6	sk7i		rc://*/ta/man/translate/figs-explicit	אוּלַ֞י יִתְעַשֵּׁ֧ת הָ⁠אֱלֹהִ֛ים לָ֖⁠נוּ וְ⁠לֹ֥א נֹאבֵֽד	1	The implication is that Jonah's god might save them. You could include this information if that would be helpful to your readers. Alternate translation: “Maybe your god will hear and save us so that we will not die”
1:6	zi04		rc://*/ta/man/translate/figs-doublenegatives	וְ⁠לֹ֥א נֹאבֵֽד	1	If it would be clearer in your language, you could use a positive expression to translate this double negative that consists of the negative particle **not** and the negative verb **perish**. Alternate translation: “and he will save us” or "and we will survive"
1:7	sc57		rc://*/ta/man/translate/figs-idiom	וַ⁠יֹּאמְר֞וּ אִ֣ישׁ אֶל־רֵעֵ֗⁠הוּ	1	The phrase **every man said to his friend** is an idiom expressing reciprocal action. This means that all the men in the group were saying this to each other. Alternate translation: “the sailors all said to each other”
1:7	l5xq		rc://*/ta/man/translate/figs-explicit	לְכוּ֙ וְ⁠נַפִּ֣ילָה גֽוֹרָל֔וֹת וְ⁠נֵ֣דְעָ֔ה בְּ⁠שֶׁ⁠לְּ⁠מִ֛י הָ⁠רָעָ֥ה הַ⁠זֹּ֖את לָ֑⁠נוּ	1	The phrase **so that we may know** implies that the men believed that the gods would control how the lots fell in order to tell them what they wanted to know. This was a form of divination. You could include this information if that would be helpful to your readers. Alternate translation: “We should cast lots to know who has caused this trouble”
1:7	d726			הָ⁠רָעָ֥ה הַ⁠זֹּ֖את	1	Alternate translation: "this terrible storm"
1:7	at67		rc://*/ta/man/translate/figs-idiom	וַ⁠יִּפֹּ֥ל הַ⁠גּוֹרָ֖ל עַל־יוֹנָֽה	1	The expression **the lot fell on Jonah** is an idiom meaning that when the men cast lots, the result indicated Jonah. This does not mean that the lot literally fell down on top of Jonah. If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “the lot showed that Jonah was the guilty person”
1:8	wkh6			וַ⁠יֹּאמְר֣וּ אֵלָ֔י⁠ו	1	Alternate translation: “Then the men who were working on the ship said to Jonah”
1:8	e7wb			הַגִּידָ⁠ה־נָּ֣א לָ֔⁠נוּ בַּ⁠אֲשֶׁ֛ר לְ⁠מִי־הָ⁠רָעָ֥ה הַ⁠זֹּ֖את לָ֑⁠נוּ	1	Alternate translation: “Reveal to us who caused this bad thing that is happening to us”
1:9	wav5			יְהוָ֞ה אֱלֹהֵ֤י הַ⁠שָּׁמַ֨יִם֙ אֲנִ֣י יָרֵ֔א	1	Here, **I fear Yahweh** is an idiom that means “I worship Yahweh and not any other god.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. 
1:10	zi05			וַ⁠יִּֽירְא֤וּ הָֽ⁠אֲנָשִׁים֙ יִרְאָ֣ה גְדוֹלָ֔ה	1	Alternate translation: “Then the men were extremely frightened”
1:10	peg3		rc://*/ta/man/translate/figs-rquestion	מַה־זֹּ֣את עָשִׂ֑יתָ	1	The men on the ship use a rhetorical question to show how afraid and angry they were that Jonah was causing so much trouble for all of them. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “You have done a terrible thing!”
1:10	us1r		rc://*/ta/man/translate/figs-metaphor	מִ⁠לִּ⁠פְנֵ֤י יְהוָה֙	1	This is an expression that refers to the face of Yahweh to represent his presence. The idea of Yahweh’s presence also includes his knowledge, notice, attention, or judgment. By running away, Jonah is hoping that Yahweh will not notice that he is disobeying. Alternate translation: “from the presence of Yahweh” or “from Yahweh”
1:10	jdrb		rc://*/ta/man/translate/grammar-connect-time-background	כִּ֥י הִגִּ֖יד לָ⁠הֶֽם	1	This verse provides background information about Jonah's disobedience to help readers understand what happens next in the story. Before the sailors cast lots, Jonah had already told them that he was running away from Yahweh, the God he worshiped. In your translation, present this information in a way that makes it clear that this is background information.
1:10	hw1p		rc://*/ta/man/translate/figs-explicit	כִּ֥י הִגִּ֖יד לָ⁠הֶֽם	1	What **he told them** can be stated clearly. Alternate translation: “because he had said to them, ‘I am trying to get away from Yahweh’”
1:11	kb4c			וַ⁠יֹּאמְר֤וּ אֵלָי⁠ו֙	1	Alternate translation: “Then the men on the ship said to Jonah” or “Then the sailors said to Jonah”
1:11	ik6d			מַה־נַּ֣עֲשֶׂה לָּ֔⁠ךְ וְ⁠יִשְׁתֹּ֥ק הַ⁠יָּ֖ם מֵֽ⁠עָלֵ֑י⁠נוּ	1	Alternate translation: “What should we do with you in order to make the sea become calm?”
1:11	wxr7		rc://*/ta/man/translate/figs-idiom	הַ⁠יָּ֖ם הוֹלֵ֥ךְ וְ⁠סֹעֵֽר	1	This is an idiom that means that the sea was becoming increasingly stormy. Alternate translation: “the strength of the storm was increasing”
1:11	dji8		rc://*/ta/man/translate/grammar-connect-logic-result	הַ⁠יָּ֖ם הוֹלֵ֥ךְ וְ⁠סֹעֵֽר	1	This was the reason that the men asked Jonah what they should do. If it is more clear in your language to put the reason first, this can be stated at the beginning of verse 11, connecting to the result with a word like “so” or “therefore.”
1:12	h982			כִּ֚י יוֹדֵ֣עַ אָ֔נִי כִּ֣י בְ⁠שֶׁ⁠לִּ֔⁠י הַ⁠סַּ֧עַר הַ⁠גָּד֛וֹל הַ⁠זֶּ֖ה עֲלֵי⁠כֶֽם	1	Alternate translation: “because I know that this huge storm is my fault”
1:13	lcd3		rc://*/ta/man/translate/figs-explicit	וַ⁠יַּחְתְּר֣וּ הָ⁠אֲנָשִׁ֗ים לְ⁠הָשִׁ֛יב אֶל־הַ⁠יַּבָּשָׁ֖ה	1	They did not do as Jonah suggested. The implication is that the men did not want to throw Jonah into the sea. You could include this information if that would be helpful to your readers.
1:13	m3iq		rc://*/ta/man/translate/figs-idiom	הַ⁠יָּ֔ם הוֹלֵ֥ךְ וְ⁠סֹעֵ֖ר	1	 See how you translated this idiom in [1:11](../01/11.md). Alternate translation: “the storm became worse, and even taller waves broke”
1:14	ap77			וַ⁠יִּקְרְא֨וּ	1	Alternate translation: “Because of that they called out” or “Because the sea became more violent, they called loudly”
1:14	q2xq			וַ⁠יִּקְרְא֨וּ אֶל־יְהוָ֜ה	1	Alternate translation: “Therefore, the men prayed loudly to Yahweh”
1:14	jdr3		rc://*/ta/man/translate/figs-exclamations	אָנָּ֤ה	1	**Ah!** is an exclamation that is expressing intense desperation.  Use an exclamation that would communicate that meaning in your language.
1:14	wz6z			אָנָּ֤ה יְהוָה֙ אַל־נָ֣א נֹאבְדָ֗ה בְּ⁠נֶ֨פֶשׁ֙ הָ⁠אִ֣ישׁ הַ⁠זֶּ֔ה	1	Alternate translation: “O Yahweh, please do not kill us because we caused this man to die” or “O Yahweh, even though we are going to cause this man to die, please do not kill us”
1:14	vv5t		rc://*/ta/man/translate/figs-idiom	וְ⁠אַל־תִּתֵּ֥ן עָלֵ֖י⁠נוּ דָּ֣ם נָקִ֑יא	1	Here, **do not put innocent blood upon us** is an idiom that means ““do not consider us guilty of killing an innocent person.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “and please do not blame us for his death” or “and do not hold us accountable for having killed someone who did not deserve to die”
1:14	ab73			אַתָּ֣ה יְהוָ֔ה כַּ⁠אֲשֶׁ֥ר חָפַ֖צְתָּ עָשִֽׂיתָ	1	Alternate translation: “you, Yahweh, have chosen to do things in this way” or “you, Yahweh, have caused all this to happen”
1:15	l9cf			וַ⁠יַּעֲמֹ֥ד הַ⁠יָּ֖ם מִ⁠זַּעְפּֽ⁠וֹ	1	Alternate translation: “the sea stopped moving violently”
1:16	r3gs			וַ⁠יִּֽירְא֧וּ הָ⁠אֲנָשִׁ֛ים יִרְאָ֥ה גְדוֹלָ֖ה אֶת־יְהוָ֑ה	1	Alternate translation: “then the men became greatly awed at Yahweh’s power” or “then the men worshiped Yahweh with great awe”
1:17	q87y				0	# General Information:\n\nSome versions number this verse as the first verse of chapter 2. You may want to number the verses according to the main version that your language group uses.
1:17	jdr4		rc://*/ta/man/translate/writing-newevent	וַ⁠יְמַ֤ן יְהוָה֙ דָּ֣ג גָּד֔וֹל לִ⁠בְלֹ֖עַ אֶת־יוֹנָ֑ה	1	The author is using the word translated **Now** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event. The first clause introduces the next part of the story, where Yahweh saves Jonah from the sea, and Jonah prays.
1:17	cjb6		rc://*/ta/man/translate/figs-idiom	שְׁלֹשָׁ֥ה יָמִ֖ים וּ⁠שְׁלֹשָׁ֥ה לֵילֽוֹת	1	Perhaps this expression is an idiom in Hebrew meaning “a couple of days” or “a few days” or something similar, but this is uncertain. Alternate translation: “three days and nights”
2:intro	ae4k				0	# Jonah 2 General Notes\n\n## Structure and Formatting\n\nThis chapter begins with a prayer by Jonah, and many translators have chosen to set it apart by setting its lines farther to the right on the page than the rest of the text. Translators can follow this practice, but they are not obligated to.\n\n## Special Concepts in this Chapter\n\n### Sea\n\nThis chapter contains many terms from the sea.\n\n## Important Figures of Speech in this Chapter\n\n### Poetry\n\nPrayers in Scripture often contain a poetic form. Poetry frequently uses metaphors to communicate something with a special meaning. For example, since Jonah was in a fish in the sea, being so trapped is compared to a prison. Jonah is overwhelmed by the depth of the sea and expresses this by speaking about being at the “base of the mountains” and in the “belly of Sheol.” (See: [[rc://*/ta/man/translate/figs-metaphor]])\n\n## Other Possible Translation Difficulties in this Chapter\n\n### Repentance\n\nScholars are divided over whether Jonah’s repentance was genuine or whether he was trying to save his life. In light of his attitude in chapter 4, it is uncertain whether he was genuinely repentant. If possible, it is best for translators to avoid taking a definitive stance on whether Jonah’s repentance was genuine. (See: [[rc://*/tw/dict/bible/kt/repent]] and [[rc://*/tw/dict/bible/kt/save]])
2:1	alr2		rc://*/ta/man/translate/figs-possession	יְהוָ֖ה אֱלֹהָ֑י⁠ו	1	Here, the author is using the possessive form to describe **Yahweh** as the God whom Jonah worshiped.  The word **his** does not mean that Jonah owned God.  If it would be helpful in your language, you could express the meaning plainly. 
2:2	al5b			וַ⁠יֹּ֗אמֶר	1	Alternate translation: “Jonah said”
2:2	jdrc		rc://*/ta/man/translate/writing-poetry	קָ֠רָאתִי מִ⁠צָּ֥רָה לִ֛⁠י אֶל־יְהוָ֖ה וַֽ⁠יַּעֲנֵ֑⁠נִי	1	This is poetic language. If your language has a way to indicate poetry, you could use it here. This line begins a poem describing Jonah’s experience and prayer in the belly of the fish. The poem does not give the exact words that Jonah prayed at the time because the poem was written later, describing Jonah’s experience in the fish, his prayer, and God’s answer as if they had already happened. This first line of the poem can be understood in one of two ways: either as being addressed to Yahweh as part of the description of the prayer, or as being addressed to another person as an introduction to the description of the prayer.  See also the Note concerning the phrase “Salvation belongs to Yahweh!” in [2:9](../02/09/jdrh).
2:2	s7fi			קָ֠רָאתִי מִ⁠צָּ֥רָה לִ֛⁠י אֶל־יְהוָ֖ה	1	Alternate translation: “I prayed to Yahweh during my great trouble” or “Yahweh, I cried out to you during my distress”
2:2	wdr4			וַֽ⁠יַּעֲנֵ֑⁠נִי	1	Alternate translation: “and Yahweh responded to me" or "and he helped me" or "and you answered me”
2:2	w8wn		rc://*/ta/man/translate/figs-metaphor	מִ⁠בֶּ֧טֶן שְׁא֛וֹל	1	The possible meanings of the metaphor **from the belly of Sheol** could include: (1) that Jonah was speaking of being in the belly of the fish as being in Sheol; or (2) that Jonah believed that he was about to die and go to Sheol; or (3) that he was speaking as if he already had died and gone to Sheol.
2:2	ab77		rc://*/ta/man/translate/translate-names	שְׁא֛וֹל	1	**Sheol** was the name of the place where people went after they died. It was thought to be a shadowy world located somewhere under the ground. The New Testament equivalent seems to be “Hades,” where the dead wait for judgment (see Rev. 20:13). If your language has a word for this place, you may want to use it here, or borrow the word “Sheol.”
2:2	jdrd		rc://*/ta/man/translate/figs-idiom	שָׁמַ֥עְתָּ קוֹלִֽ⁠י	1	This phrase probably has both a literal and a figurative meaning. The phrase probably means literally that Yahweh heard Jonah’s voice while he was praying inside the belly of the fish. However, the phrase “to hear someone’s voice” in the Old Testament often means “to listen and obey (comply).” In this context, Jonah is expressing that Yahweh both heard him and acted to save him. If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly.
2:3	glp2		rc://*/ta/man/translate/figs-metaphor	בִּ⁠לְבַ֣ב יַמִּ֔ים	1	Here the term **heart** is a metaphor for “being inside” something. The phrase “in the heart of” means to be “in the middle of” or “completely surrounded by” sea water. Alternate translation: “in the middle of the sea”
2:3	p8fd			וְ⁠נָהָ֖ר יְסֹבְבֵ֑⁠נִי	1	Alternate translation: “the sea water flowed all around me”
2:3	c6jx		rc://*/ta/man/translate/figs-doublet	מִשְׁבָּרֶ֥י⁠ךָ וְ⁠גַלֶּ֖י⁠ךָ	1	Both of these are disturbances on the surface of the ocean. They could be combined into one term, such as “waves.”
2:4	jdr5		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠אֲנִ֣י	1	This expression shows that there is a contrast between the actions of Yahweh, which Jonah had just talked about, and his own response. Now he is going to speak of his own response. Alternate translation: “And I”
2:4	x1w9		rc://*/ta/man/translate/figs-activepassive	נִגְרַ֖שְׁתִּי	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “You drove me out”
2:4	z1yx		rc://*/ta/man/translate/figs-metonymy	מִ⁠נֶּ֣גֶד עֵינֶ֑י⁠ךָ	1	Here, **eyes** is a metonym meaning seeing, and seeing is a metonym for the knowledge, notice, and attention of God. Alternate translation: “from before you” or “from your presence” or “to where you do not notice me”
2:4	b8vk			אַ֚ךְ אוֹסִ֣יף לְ⁠הַבִּ֔יט אֶל־הֵיכַ֖ל קָדְשֶֽׁ⁠ךָ	1	Jonah still has hope that, in spite of all that he is going through, God will allow him to see the temple in Jerusalem again.
2:5	abc2		rc://*/ta/man/translate/figs-parallelism	אֲפָפ֤וּ⁠נִי מַ֨יִם֙ עַד־נֶ֔פֶשׁ תְּה֖וֹם יְסֹבְבֵ֑⁠נִי	1	Jonah uses two similar phrases to express the severity and hopelessness of his situation.
2:5	rf4b			מַ֨יִם֙	1	Alternate translation: "The sea"
2:5	ca31			עַד־נֶ֔פֶשׁ	1	Here the Hebrew term **life** can possibly mean “my life” or “my neck” or “my spirit.” In any case, the water was threatening to end his life. Alternate translation: “up to my neck” or “as far as my spirit”
2:5	nr3v			תְּה֖וֹם יְסֹבְבֵ֑⁠נִי	1	Alternate translation: “deep water was all around me”
2:5	p1fw		rc://*/ta/man/translate/translate-unknown	ס֖וּף	1	**Seaweed** is grass that grows in the sea.
2:6	z36i		rc://*/ta/man/translate/figs-metaphor	הָ⁠אָ֛רֶץ בְּרִחֶ֥י⁠הָ בַעֲדִ֖⁠י לְ⁠עוֹלָ֑ם	1	Here Jonah uses a metaphor to compare the earth to a prison. Alternate translation: “the earth was like a prison that was about to lock me in forever”
2:6	dc3r		rc://*/ta/man/translate/figs-metaphor	וַ⁠תַּ֧עַל מִ⁠שַּׁ֛חַת חַיַּ֖⁠י	1	Here the term **pit** has more than one meaning. This could mean: (1) a way to describe being in a very deep place underground or underwater. Alternate translation: “but you saved me from dying in a deep place” (2) a metaphor meaning the place of the dead. In either case, the term probably refers to the fact that Jonah felt certain that he would die. Alternate translation: “but you saved my life from the place of the dead”
2:6	i3mx		rc://*/ta/man/translate/figs-infostructure	יְהוָ֥ה אֱלֹהָֽ⁠י	1	If it would be more natural in your language, you could put this at the beginning of the sentence or next to the word “you.”
2:7	jdr6		rc://*/ta/man/translate/grammar-connect-time-simultaneous	בְּ⁠הִתְעַטֵּ֤ף עָלַ⁠י֙ נַפְשִׁ֔⁠י	1	This phrase could mean that: (1) Jonah was already in the process of dying when he remembered Yahweh. Alternate translation: Alternate translation: “when my life was fainting away from me” (2) Jonah had given up hope of being rescued and resigned himself to the fact that he would die.  Alternate translation: “when my spirit inside me had fainted”
2:7	l2b6			אֶת־יְהוָ֖ה זָכָ֑רְתִּי	1	Alternate translation: “Yahweh, I thought about you”
