Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
1CO	01	03	gc2b	figs-you		0	General Information:	Unless otherwise noted, such words as "you" and "your" refer to Paul's audience and so are plural. (See: [[rc://en/ta/man/translate/figs-you]])
1CO	01	04	pt1r	Connecting Statement:		0		Paul describes the believer's position and fellowship in Christ as they wait for his coming.
1CO	01	04	t16d	figs-metaphor		0	because of the grace of God that Christ Jesus gave to you	Paul speaks of grace as though it were a physical object that Jesus gives Christians as a gift. Alternate translation: "because Christ Jesus has made it possible for God to be kind to you" (See: [[rc://en/ta/man/translate/figs-metaphor]])
1CO	01	05	js7f			0	He has made you rich	Possible meanings are 1) "Christ has made you rich" or 2) "God has made you rich."
1CO	01	05	jw1s	figs-hyperbole		0	made you rich in every way	Paul is speaking in general terms. Alternate translation: "made you rich with all kinds of spiritual blessings" (See: [[rc://en/ta/man/translate/figs-hyperbole]])
1CO	01	05	j48t			0	in all speech	God has enabled you to tell others about God's message in many ways.
1CO	01	05	qy8c			0	all knowledge	God has enabled you to understand God's message in many ways.
1CO	01	06	h9zk			0	the testimony about Christ has been confirmed as true among you	Possible meanings are 1) "you saw for yourselves that what we had said about Christ was true" or 2) "other people learned from seeing how you now live that what we and you say about Christ is true."
1CO	01	07	t2hd			0	Therefore	"Because what I have just said is true"
1CO	01	07	p5y6	figs-litotes		0	you lack no spiritual gift	This can be stated in positive form. Alternate translation: "you have every spiritual gift" (See: [[rc://en/ta/man/translate/figs-litotes]])
1CO	01	07	fe4q			0	the revelation of our Lord Jesus Christ	Possible meanings are 1) "the time when God will reveal the Lord Jesus Christ" or 2) "the time when our Lord Jesus Christ will reveal himself."
1CO	01	08	pif5			0	you will be blameless	There will be no reason for God to condemn you.
1CO	01	09	u6w6			0	God is faithful	"God will do everything he has said he will do"
1CO	01	09	kx3z	guidelines-sonofgodprinciples		0	his Son	This is an important title for Jesus, the Son of God. (See: [[rc://en/ta/man/translate/guidelines-sonofgodprinciples]])
1CO	01	10	spu8	Connecting Statement:		0		Paul reminds the Corinthian believers that they are to live in unity with each other and that the message of the cross of Christ, not baptism by people, is what saves.
1CO	01	10	k7gw			0	brothers	Here this means fellow Christians, including both men and women.
1CO	01	10	sw54	figs-metonymy		0	through the name of our Lord Jesus Christ	"Name" here is a metonym for the person of Jesus Christ. Alternate translation: "by means of our Lord Jesus Christ" (See: [[rc://en/ta/man/translate/figs-metonymy]])
1CO	01	10	u4y2			0	that you all agree	"that you live in harmony with one another"
1CO	01	10	j75c			0	that there be no divisions among you	"that you do not divide into separate groups among yourselves"
1CO	01	10	emt2			0	be joined together with the same mind and by the same purpose	"live in unity"
1CO	01	11	e8jb			0	Chloe's people	This refers to family members, servants, and others who are part of the household of which Chloe, a woman, is the head.
1CO	01	11	vbe6			0	there are factions among you	"you are in groups that quarrel one with another"
1CO	01	12	a57r			0	Each one of you says	Paul is expressing a general attitude of division.
1CO	01	13	wf6r	figs-rquestion		0	Is Christ divided?	Paul wishes to emphasize the truth that Christ is not divided but one. "It is not possible to divide Christ in the way you are doing!" (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	13	g5qh	figs-rquestion		0	Was Paul crucified for you?	Paul wishes to emphasize that it was Christ, not Paul or Apollos, who was crucified. This can also be translated in active form. Alternate translation: "It certainly was not Paul whom they put to death on the cross for your salvation!" (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	13	tb2i	figs-rquestion		0	Were you baptized in the name of Paul?	Paul wishes to emphasize that we all are baptized in the name of Christ. This can also be translated in active form. Alternate translation: "It was not in the name of Paul that people baptized you!" (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	13	zi1y	figs-metonymy		0	in the name of Paul	"In the name of" here is a metonym for "by the authority of." Alternate translation: "by Paul's authority" (See: [[rc://en/ta/man/translate/figs-metonymy]])
1CO	01	14	hhh8			0	none of you, except	"only"
1CO	01	14	vqq6	translate-names		0	Crispus	He was a synagogue ruler who became a Christian. (See: [[rc://en/ta/man/translate/translate-names]])
1CO	01	14	lv4y	translate-names		0	Gaius	He traveled with the Apostle Paul. (See: [[rc://en/ta/man/translate/translate-names]])
1CO	01	15	hv3m	figs-metonymy		0	This was so that no one would say that you were baptized into my name	Here "name" represents "authority." This means Paul did not baptize others because they may claim that they became Paul's disciples. This can be stated in active form. Alternate translation: "For some of you might have claimed that I baptized you to make you my disciples" (See: [[rc://en/ta/man/translate/figs-metonymy]] and [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	16	ed59	translate-names		0	the household of Stephanas	This refers to the family members and slaves in the house where Stephanas, a man, was the head. (See: [[rc://en/ta/man/translate/translate-names]])
1CO	01	17	tg7i			0	Christ did not send me to baptize	This means that baptism was not the primary goal of Paul's ministry.
1CO	01	17	zn1n	figs-activepassive		0	words of human wisdom ... the cross of Christ should not be emptied of its power	Paul speaks of "words of human wisdom" as if they were people, the cross as a container, and of power as a physical thing that Jesus can put in that container. This can be stated in active form. Alternate translation: "words of human wisdom ... those words of human wisdom should not empty the cross of Christ of its power" or "words of human wisdom ... people should not stop believing the message about Jesus and start thinking I am more important than Jesus" (See: [[rc://en/ta/man/translate/figs-activepassive]] and [[rc://en/ta/man/translate/figs-metaphor]])
1CO	01	18	j7cw	Connecting Statement:		0		Paul emphasizes God's wisdom rather than man's wisdom.
1CO	01	18	fq4x			0	the message about the cross	"the preaching about the crucifixion" or "the message of Christ's dying on the cross"
1CO	01	18	p4wb			0	is foolishness	"is senseless" or "is silly"
1CO	01	18	lq5z			0	to those who are dying	Here "dying" refers to the process of spiritual death.
1CO	01	18	ji74			0	it is the power of God	"it is God working powerfully in us"
1CO	01	19	tc6n			0	I will frustrate the understanding of the intelligent	"I will confuse intelligent people" or "I will make the plans intelligent people make completely fail"
1CO	01	20	m6tf	figs-rquestion		0	Where is the wise person? Where is the scholar? Where is the debater of this world?	Paul emphasizes that truly wise people are nowhere to be found. Alternate translation: "Compared with the wisdom of the gospel, there are no wise people, no scholars, no debaters!" (See: [[rc://en/ta/man/translate/figs-rquestion]])
1CO	01	20	rkf9			0	the scholar	a person who is recognized as someone who has studied a great deal
1CO	01	20	u5j5			0	the debater	a person who argues about what he knows or who is skilled in such arguments
1CO	01	20	a7zl	figs-rquestion		0	Has not God turned the wisdom of the world into foolishness?	Paul uses this question to emphasize what God has done to the wisdom of this world. Alternate translation: "God has shown that everything they call wisdom is really foolishness" (See: [[rc://en/ta/man/translate/figs-rquestion]])
1CO	01	21	d7xw			0	those who believe	Possible meanings are 1) "all who believe the message" or 2) "all who believe in Christ."
1CO	01	22	v9fa	figs-exclusive		0	General Information:	Here the word "we" refers to Paul and other Bible teachers. (See: [[rc://en/ta/man/translate/figs-exclusive]])
1CO	01	23	ntu3	figs-activepassive		0	Christ crucified	"about Christ, who died on a cross" (See: [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	23	krw3	figs-metaphor		0	a stumbling block	Just as a person can stumble over a block on a road, so the message of salvation through the crucifixion of the Christ keeps Jews from believing in Jesus. Alternate translation: "not acceptable" or "very offensive" (See: [[rc://en/ta/man/translate/figs-metaphor]])
1CO	01	24	h7iw			0	to those whom God has called	"to the people God calls"
1CO	01	24	bgt1			0	we preach Christ	"we teach about Christ" or "we tell all people about Christ"
1CO	01	24	hu1s			0	Christ as the power and the wisdom of God	Possible meanings are 1) "God acted powerfully and wisely by sending Christ to die for us" or "through Christ God has shown how strong and wise he is."
1CO	01	24	w9vm			0	the power ... of God	Another possible meaning is that Christ is powerful and it is through Christ that God saves us.
1CO	01	24	p1hu			0	the wisdom of God	Another possible meaning is that God shows the content of his wisdom through Christ.
1CO	01	25	h9hh	figs-irony		0	the foolishness of God is wiser than people, and the weakness of God is stronger than people	Possible meanings are 1) Paul is speaking ironically about God's foolishness and weakness. Paul knows God is not foolish or weak. Alternate translation: "what seems to be the foolishness of God is wiser than people's wisdom, and what seems to be the weakness of God is stronger than the people's strength" or 2) Paul is speaking from the point of view of the Greek people who may think God is foolish or weak. Alternate translation: "what people call God's foolishness is really wiser than what people call wisdom, and what people call God's weakness is really stronger than people's strength" (See: [[rc://en/ta/man/translate/figs-irony]])
1CO	01	26	ps3r	Connecting Statement:		0		Paul emphasizes the believer's position before God.
1CO	01	26	w6l1			0	Not many of you	This can be stated in positive form. Alternate translation: "Very few of you"
1CO	01	26	pws2			0	wise by human standards	"what most people would call wise"
1CO	01	26	w8rv			0	of noble birth	"special because your family is important"
1CO	01	27	qv5l	figs-parallelism		0	God chose ... wise. God chose ... strong	Paul repeats many of the same words in two sentences that mean almost the same thing to emphasize the difference between God's way of doing things and how people think God should do them. (See: [[rc://en/ta/man/translate/figs-parallelism]])
1CO	01	27	b5n6			0	God chose the foolish things of the world to shame the wise	"God chose to use those whom the world thinks are foolish to shame those whom the world thinks are wise"
1CO	01	27	tsv5			0	God chose what is weak in the world to shame what is strong	"God chose to use those whom the world thinks are weak to shame those whom the world thinks are strong"
1CO	01	28	k3kd			0	what is low and despised	the people whom the world rejects. Alternate translation: "people who are humble and rejected"
1CO	01	28	ald1	figs-activepassive		0	things that are regarded as nothing	This can be stated in active form. Alternate translation: "that which people usually regard as without value" (See: [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	28	gj19			0	nothing, to bring to nothing things that are held as valuable	"nothing. He did this so he could show that the things that are held as valuable are really worthless"
1CO	01	28	f11p	figs-activepassive		0	things that are held as valuable	This can be stated in active form. Alternate translation: "things that people think are worth money" or "things that people think are worth respect" (See: [[rc://en/ta/man/translate/figs-activepassive]])
1CO	01	29	q8kq			0	He did this	"God did this"
1CO	01	30	fmr3			0	Because of what God did	This refers to the work of Christ on the cross.
1CO	01	30	a7bs	figs-inclusive		0	us ... our	These words refer to Paul, those with him, and the Corinthians. (See: [[rc://en/ta/man/translate/figs-inclusive]])
1CO	01	30	f1at	figs-metonymy		0	Christ Jesus, who became for us wisdom from God	Possible meanings are 1) "Christ Jesus, who has made clear to us how wise God is" or 2) "Christ Jesus, who has given us God's wisdom." (See: [[rc://en/ta/man/translate/figs-metonymy]])
1CO	01	31	fym9			0	Let the one who boasts, boast in the Lord	"If a person boasts, he should boast about how great the Lord is"
1CO	02	intro	k86p	1 Corinthians 02 General Notes		0		# 1 Corinthians 02 General Notes<br>#### Structure and formatting<br><br>Some translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the words of verses 9 and 16, which are from the Old Testament.<br><br>#### Special concepts in this chapter<br><br>##### Wisdom<br>Paul continues the discussion from the first chapter that contrasts human wisdom and God's wisdom. For Paul, wisdom can be simple and human ideas foolish. He said the wisdom from the Holy Spirit is the only true wisdom. Paul uses the phrase "hidden wisdom" when he refers to previously unknown truths. (See: [[rc://en/tw/dict/bible/kt/wise]] and [[rc://en/tw/dict/bible/kt/foolish]])<br>
1CO	02	01	kjc7	Connecting Statement:		0		Paul contrasts human wisdom and God's wisdom. He emphasizes that spiritual wisdom comes from God.
1CO	02	01	qvj7			0	brothers	Here this means fellow Christians, including both men and women.
1CO	02	02	a2g9	figs-hyperbole		0	I decided to know nothing ... except Jesus Christ	When Paul said that he "decided to know nothing" he exaggerated to emphasize that he decided focus on and teach about nothing other than Jesus Christ. Alternate translation: "I decided to teach nothing ... except Jesus Christ" or "I decided not to teach anything ... except Jesus Christ" (See: [[rc://en/ta/man/translate/figs-hyperbole]])
1CO	02	03	s9lp			0	I was with you	"I was visiting with you"
1CO	02	03	e8li			0	in weakness	Possible meanings are: 1) "physically weak" or 2) "feeling like I could not do what I needed to do."
1CO	02	04	z81a			0	persuasive words of wisdom	words that sound wise and with which the speaker hopes to cause people to do or believe something
1CO	02	06	sg76			0	General Information:	Paul interrupts his main argument to explain what he means by "wisdom" and to whom he desires to speak.
1CO	02	06	azm7			0	Now we do speak	The word "Now" is used here to mark a break in the main teaching. Paul begins to explain that true wisdom is God's wisdom.
1CO	02	06	uka3	figs-abstractnouns		0	speak wisdom	The abstract noun "wisdom" can be stated as the adjective, "wise." Alternate translation: "speak wise words" or "speak a wise message" (See: [[rc://en/ta/man/translate/figs-abstractnouns]])
1CO	02	06	eq1q			0	the mature	"mature believers"
1CO	02	07	k2ct			0	before the ages	"before God created anything"
1CO	02	07	q2z9			0	for our glory	"in order to ensure our future glory"
1CO	02	08	zc89			0	the Lord of glory	"Jesus, the glorious Lord"
1CO	02	09	fu1y			0	Things that no eye ... imagined, the things ... who love him	This is an incomplete sentence. Some translations make it a complete sentence: "Things that no eye ... imagined; these are the things ... who love him." Others leave it incomplete but show that it is incomplete by using non-final punctuation here and beginning the next verse as a continuation of this verse: "'Things that no eye ... imagined, the things ... who love him'—"
1CO	02	09	j9ib	figs-metonymy		0	Things that no eye has seen, no ear has heard, no mind has imagined	This is a triplet referring to all parts of a person to emphasize that no man has ever been aware of the things that God has prepared. (See: [[rc://en/ta/man/translate/figs-metonymy]])
1CO	02	09	t61v			0	the things that God has prepared for those who love him	The Lord has created in heaven wonderful surprises for those who love him.
1CO	02	10	ul14			0	These are the things	Paul speaks of the truths about Jesus and the cross. If [1 Corinthians 2:9](../02/09.md) is treated as an incomplete sentence, "these are the things."
1CO	02	11	h4p8	figs-rquestion		0	For who knows a person's thoughts except the spirit of the person in him?	Paul uses this question to emphasize that no one knows what a person is thinking except the person himself. Alternate translation: "No one knows what a person is thinking except that person's spirit" (See: [[rc://en/ta/man/translate/figs-rquestion]])
1CO	02	11	i47d			0	spirit of the person	This refers to a person's inner being, his own spiritual nature.
1CO	02	11	gw3u	figs-doublenegatives		0	no one knows the deep things of God except the Spirit of God	This can be stated in positive form. Alternate translation: "only the Spirit of God knows the deep things of God" (See: [[rc://en/ta/man/translate/figs-doublenegatives]])
1CO	02	12	zbv8	figs-inclusive		0	General Information:	Here the word "we" includes both Paul and his audience. (See: [[rc://en/ta/man/translate/figs-inclusive]])
1CO	02	12	n1c7	figs-activepassive		0	freely given to us by God	This can be stated in active form. Alternate translation: "that God freely gave to us" or "that God has kindly given us" (See: [[rc://en/ta/man/translate/figs-activepassive]])
1CO	02	13	u797			0	The Spirit interprets spiritual words with spiritual wisdom	The Holy Spirit communicates God's truth to believers in the Spirit's own words and gives them his own wisdom.
1CO	02	13	yg45			0	The Spirit interprets spiritual words with spiritual wisdom	"The Spirit explains uses his own spiritual wisdom to explain spiritual words"
1CO	02	14	cve2	figs-inclusive		0	General Information:	Here the word "we" includes both Paul and his audience. (See: [[rc://en/ta/man/translate/figs-inclusive]])
1CO	02	14	hq3u			0	unspiritual person	the non-Christian person, who has not received the Holy Spirit
1CO	02	14	gwe3			0	because they are spiritually discerned	"because understanding these things requires the aid of the Spirit"
1CO	02	15	w4q7			0	The one who is spiritual	"The believer who has received the Spirit"
1CO	02	16	m4pu	figs-rquestion		0	For who can know the mind of the Lord, that he can instruct him?	Paul uses this question to emphasize that no one knows the mind of the Lord. No one is as wise as the Lord. Alternate translation: "No one can know the mind of the Lord, so no one can teach him anything he does not already know" (See: [[rc://en/ta/man/translate/figs-rquestion]])
1CO	03	intro	g6ku	1 Corinthians 03 General Notes		0		# 1 Corinthians 03 General Notes<br>#### Structure and formatting<br><br>Some translations set quotations from the Old Testament farther to the right on the page to make them easier to read. The ULT does this with the quoted words of verses 19 and 20.<br><br>#### Special concepts in this chapter<br><br>##### Fleshly people<br>The Corinthian believers were immature because of their unrighteous actions. He calls them "fleshly," meaning acting as nonbelievers. This term is used in opposition to those who are "spiritual." Christians following their "flesh" are acting foolishly. They are following the wisdom of the world. (See: [[rc://en/tw/dict/bible/kt/righteous]], [[rc://en/tw/dict/bible/kt/flesh]], [[rc://en/tw/dict/bible/kt/spirit]] and [[rc://en/tw/dict/bible/kt/foolish]] and [[rc://en/tw/dict/bible/kt/wise]])<br><br>#### Important figures of speech in this chapter<br><br>##### Metaphor<br>There are many metaphors in this chapter. Paul uses "babies" and "milk" to illustrate spiritual immaturity. He uses the metaphors of planting and watering to describe the roles he and Apollos played in growing the church in Corinth. Paul uses other metaphors to help teach spiritual truths to the Corinthians and to help them to understand his teachings. (See: [[rc://en/ta/man/translate/figs-metaphor]])<br>## Links:<br><br>* __[1 Corinthians 03:01 Notes](./01.md)__<br><br>__[<<](../02/intro.md) | [>>](../04/intro.md)__<br>
1CO	03	01	a43d	Connecting Statement:		0		Paul now reminds the Corinthian believers of how they are actually living instead of behaving as their position before God is. He then reminds them that the person who teaches them is not as important as God who gives their growth.
1CO	03	01	r4iw			0	brothers	Here this means fellow Christians, including both men and women.
1CO	03	01	jx17			0	spiritual people	people who obey the Spirit
1CO	03	01	r5w5			0	fleshly people	people who follow their own desires
1CO	03	01	ja6t	figs-metaphor		0	as to little children in Christ	The Corinthians are compared to children very young in age and understanding. Alternate translation: "as to very young believers in Christ" (See: [[rc://en/ta/man/translate/figs-metaphor]])
1CO	03	02	vg2v	figs-metaphor		0	I fed you milk, not solid food	The Corinthians can understand only easy truths like babies who can drink only milk. They are not mature enough to understand greater truths like older children who now can eat solid food. (See: [[rc://en/ta/man/translate/figs-metaphor]])
1CO	03	02	vt3e	figs-explicit		0	you are not yet ready	It is implied that they are not ready to understand more difficult teachings. Alternate translation: "you still are not ready to understand the harder teachings about following Christ" (See: [[rc://en/ta/man/translate/figs-explicit]])
1CO	03	03	m712			0	still fleshly	still behaving according to sinful or worldly desires
1CO	03	03	k5ll	figs-rquestion		0	are you not living according to the flesh, and are you not walking by human standards?	Paul is rebuking the Corinthians for their sinful behavior. "Walking" here is a metaphor for "judging your behavior," deciding what is good and bad. Alternate translation: "you should be ashamed because you are behaving according to your sinful desires and you are using human standards to decide whether your behavior is good or bad!" (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-metaphor]])
1CO	03	04	s96g	figs-rquestion		0	are you not living as human beings?	Paul is rebuking the Corinthians. Alternate translation: "you should be ashamed because you are living the same way people who do not have the Spirit live" (See: [[rc://en/ta/man/translate/figs-rquestion]])
1CO	03	05	m463	figs-rquestion		0	Who then is Apollos? Who is Paul?	Paul is emphasizing that he and Apollos are not the original source of the gospel, and therefore the Corinthians should not follow them. Alternate translation: "It is wrong to form groups to follow Apollos or Paul!" or (See: [[rc://en/ta/man/translate/figs-rquestion]])
1CO	03	05	lq6n	figs-rquestion		0	Who is Paul?	Paul is speaking of himself as though he were speaking of someone else. Alternate translation: "I am not important!" or "Who am I?" (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-123person]])
1CO	03	05	qmy2	figs-ellipsis		0	Servants through whom you believed	Paul answers his own question by saying that he and Apollos are God's servants. Alternate translation: "Paul and Apollos are servants of Christ, and you believed in Christ because we served him" (See: [[rc://en/ta/man/translate/figs-ellipsis]])
1CO	03	05	f6wm	figs-ellipsis		0	Servants through whom you believed, to each of whom the Lord gave tasks	This can be stated with the understood information. Alternate translation: "We are servants through whom youbelieved. We are only people to whom the Lord gave tasks" (See: [[rc://en/ta/man/translate/figs-ellipsis]])
1CO	03	06	iah7	figs-metaphor		0	I planted	The knowledge of God is compared to a seed which must be planted in order to grow. Alternate translation: "When I preached God's word to you, I was like one who plants seeds in a garden" (See: [[rc://en/ta/man/translate/figs-metaphor]])
1CO	03	06	gyi5	figs-metaphor		0	Apollos watered	As seeds need water, faith needs further teaching in order for it to grow. Alternate translation: "and when Apollos continued to teach you God's word, he was like one who waters a garden" (See: [[rc://en/ta/man/translate/figs-metaphor]])
